# LNAmplifier EEPROM Calibration Data
# Generated: 2025-11-20 20:53:03
# Point Count: 201
#
Frequency_Hz,Filter1_Gain_dB,Filter2_Gain_dB,Filter3_Gain_dB
39810.718750,60.626602,60.529469,52.952187
42657.953125,60.617661,60.515965,51.436768
45708.820312,60.614574,60.499111,49.837162
48977.882812,60.608349,60.471661,48.181313
52480.746094,60.612762,60.44165,46.495491
56234.132812,60.607124,60.395584,44.782391
60255.957031,60.607872,60.330357,43.039101
64565.421875,60.606899,60.238426,41.27034
69183.093750,60.598064,60.100239,39.474861
74131.023438,60.595772,59.901131,37.683029
79432.820312,60.593391,59.630535,35.881359
85113.804688,60.592548,59.235435,34.074986
91201.085938,60.588894,58.71899,32.250477
97723.718750,60.58202,58.029125,30.454481
104712.851562,60.583099,57.163074,28.653711
112201.843750,60.584183,56.123638,26.857347
120226.445312,60.582375,54.878353,25.045074
128824.953125,60.580074,53.470585,23.233068
138038.421875,60.583706,51.957439,21.423967
147910.843750,60.585026,50.358177,19.599207
158489.312500,60.585812,48.699928,17.794529
169824.359375,60.58136,47.001534,15.983595
181970.078125,60.581512,45.270298,14.160372
194984.453125,60.579754,43.515831,12.331989
208929.609375,60.589336,41.751247,10.511039
223872.109375,60.59544,39.978165,8.700891
239883.296875,60.578671,38.181416,6.862847
257039.578125,60.560875,36.381798,5.030512
275422.875000,60.530598,34.571301,3.152626
295120.937500,60.496532,32.754688,1.380125
316227.781250,60.466434,30.937315,-0.440697
338844.156250,60.418503,29.124191,-2.474472
363078.062500,60.373894,27.277596,-4.276757
389045.156250,60.312115,25.434153,-6.046278
416869.375000,60.241581,23.580057,-8.057605
446683.593750,60.153599,21.727671,-9.71136
478630.093750,60.047825,19.857821,-11.549496
512861.375000,59.895256,17.968513,-13.459788
549540.875000,59.702198,16.07469,-15.622897
588843.625000,59.422417,14.169074,-16.75423
630957.375000,59.02042,12.24391,-18.227257
676083.000000,58.43745,10.275561,-21.190655
724435.937500,57.604141,8.296983,-21.982891
776247.125000,56.446503,6.382787,-21.757824
831763.750000,54.933434,4.403042,-22.221004
891250.937500,52.97226,2.348024,-25.618042
954992.562500,50.828018,0.255488,-26.491571
1023293.000000,48.551609,-1.792099,-29.127531
1096478.250000,46.017281,-4.003675,-32.223118
1174897.500000,43.38129,-6.28828,-29.639627
1258925.375000,40.651203,-8.509413,-33.901913
1348962.875000,37.842182,-10.434147,-35.480671
1445439.750000,34.96273,-12.400227,-32.70565
1548816.625000,32.026428,-14.779369,-33.571281
1659586.875000,29.028696,-17.657497,-33.166126
1778279.375000,25.988489,-18.607841,-32.274609
1905460.750000,22.886707,-21.037458,-33.305447
2041738.000000,19.727209,-24.172241,-30.555092
2187761.500000,16.522446,-26.368032,-34.434761
2344228.750000,13.27176,-26.725424,-34.597813
2511886.500000,9.953749,-27.526857,-34.401512
2691534.750000,6.576066,-29.775291,-31.975649
2884031.500000,3.17487,-29.53639,-39.978195
3090295.500000,-0.171393,-35.556671,-35.421539
3311311.250000,-3.827004,-34.274467,-33.406612
3548134.000000,-7.147676,-38.449905,-34.792068
3801894.000000,-10.624414,-39.238167,-33.692627
4073802.750000,-13.986178,-35.023289,-34.742687
4365158.500000,-18.013474,-44.226131,-40.424603
4677351.500000,-21.76602,-33.88633,-37.032127
5011872.500000,-25.075111,-39.730247,-34.958805
5370318.000000,-28.328066,-38.455902,-47.245346
5754399.500000,-32.503891,-42.800446,-36.778717
6165950.000000,-35.002155,-38.38007,-40.525154
6606934.500000,-35.491726,-40.732609,-36.206776
7079458.000000,-36.542179,-42.923744,-45.044575
7585776.000000,-40.473125,-38.010048,-38.185158
8128305.000000,-51.281139,-52.87851,-38.961834
8709636.000000,-43.702248,-43.894989,-40.342403
9332543.000000,-54.483936,-45.38356,-43.866138
10000000.000000,-39.085232,-33.029751,-38.531837
