# LNAmplifier EEPROM Calibration Data
# Generated: 2025-11-05 19:37:04
# Point Count: 201
#
Frequency_Hz,Filter1_Gain_dB,Filter2_Gain_dB,Filter3_Gain_dB
133.352142,60.535896,60.531006,60.570839
141.253754,60.537739,60.536945,60.573322
149.623566,60.540028,60.541534,60.580872
158.489319,60.542412,60.545574,60.579441
167.880402,60.551311,60.550602,60.586227
177.827942,60.555325,60.550076,60.585785
188.364914,60.555878,60.552513,60.589497
199.526230,60.558601,60.56007,60.595478
211.348907,60.561291,60.558121,60.595203
223.872116,60.565842,60.559147,60.600349
237.137375,60.563984,60.558117,60.600803
251.188644,60.564754,60.573643,60.603699
266.072510,60.567387,60.563522,60.600525
281.838287,60.571804,60.567287,60.608826
298.538269,60.567772,60.570568,60.608059
316.227753,60.572845,60.573753,60.608685
334.965454,60.576077,60.568771,60.606358
354.813385,60.575375,60.567764,60.609138
375.837402,60.574539,60.573883,60.611607
398.107178,60.575771,60.577446,60.610493
421.696503,60.576374,60.570278,60.611214
446.683594,60.576084,60.569271,60.615509
473.151245,60.571358,60.571609,60.615128
501.187225,60.575397,60.575359,60.615952
530.884460,60.581902,60.575638,60.621483
562.341309,60.576771,60.574768,60.615135
595.662170,60.581261,60.578655,60.613022
630.957336,60.584156,60.577579,60.618999
668.343933,60.576744,60.576374,60.618374
707.945801,60.574837,60.579559,60.623428
749.894226,60.581337,60.579124,60.620636
794.328247,60.582092,60.58041,60.624229
841.395142,60.573887,60.57465,60.622189
891.250916,60.581226,60.586491,60.618252
944.060852,60.57642,60.58728,60.623161
1000.000000,60.586349,60.579716,60.614822
1059.253784,60.578354,60.575275,60.620941
1122.018433,60.593414,60.583221,60.617188
1188.502197,60.586613,60.582596,60.623463
1258.925415,60.581734,60.582916,60.616432
1333.521484,60.58419,60.580479,60.620289
1412.537598,60.584892,60.581455,60.627789
1496.235596,60.588238,60.57933,60.619843
1584.893188,60.583019,60.584297,60.624367
1678.804077,60.588913,60.575275,60.627216
1778.279419,60.580379,60.573166,60.621567
1883.649048,60.58569,60.59211,60.618294
1995.262329,60.581982,60.57428,60.626568
2113.489014,60.586163,60.582256,60.62072
2238.721191,60.572792,60.576305,60.624996
2371.373779,60.58662,60.574375,60.619705
2511.886475,60.578564,60.581432,60.627094
2660.725098,60.584919,60.577072,60.618374
2818.382812,60.591885,60.576969,60.617836
2985.382568,60.576401,60.577503,60.620789
3162.277588,60.590969,60.581383,60.619362
3349.654297,60.592171,60.575466,60.620037
3548.133789,60.567184,60.579369,60.605839
3758.374023,60.580875,60.563389,60.616215
3981.071777,60.579029,60.5578,60.619171
4216.964844,60.571659,60.568432,60.607761
4466.835938,60.567345,60.579411,60.597931
4731.512695,60.574104,60.573181,60.604698
5011.872559,60.578636,60.571487,60.608734
5308.844238,60.570755,60.566944,60.599751
5623.413086,60.568195,60.564503,60.604317
5956.621582,60.565536,60.558357,60.595417
6309.573242,60.566319,60.562881,60.599606
6683.438965,60.558849,60.545536,60.583839
7079.458008,60.552929,60.529366,60.581562
7498.941895,60.54261,60.531799,60.589478
7943.282227,60.545753,60.521843,60.577312
8413.951172,60.557724,60.546711,60.58511
8912.509766,60.57085,60.529037,60.569977
9440.608398,60.556351,60.552887,60.578671
10000.000000,60.568745,60.540985,60.56612
10592.537109,60.57806,60.544407,60.582005
11220.184570,60.560604,60.550491,60.563469
11885.022461,60.555374,60.545101,60.539093
12589.253906,60.534832,60.539005,60.550308
13335.213867,60.551903,60.542114,60.529636
14125.375000,60.550468,60.517761,60.528687
14962.356445,60.542587,60.532478,60.503044
15848.931641,60.567184,60.531097,60.476234
16788.041016,60.552868,60.536907,60.452351
17782.794922,60.551334,60.543964,60.391651
18836.490234,60.552376,60.51976,60.321941
19952.623047,60.541531,60.549698,60.244183
21134.890625,60.554741,60.509106,60.121357
22387.210938,60.553711,60.562561,59.945435
23713.736328,60.588108,60.53915,59.706795
25118.865234,60.549664,60.536892,59.388645
26607.250000,60.567429,60.524864,59.0369
28183.830078,60.560398,60.521278,58.48745
29853.826172,60.556618,60.514614,57.863503
31622.777344,60.5877,60.527275,57.155605
33496.542969,60.565422,60.503826,56.261639
35481.339844,60.560654,60.505463,55.239216
37583.742188,60.579456,60.501839,54.146339
39810.718750,60.574772,60.487751,52.978668
42169.648438,60.604481,60.479481,51.727703
44668.359375,60.583443,60.461315,50.413795
47315.125000,60.540333,60.472519,49.022583
50118.722656,60.55389,60.406158,47.630379
53088.445312,60.55669,60.377132,46.192142
56234.132812,60.566353,60.313831,44.766026
59566.214844,60.532429,60.282742,43.273006
63095.734375,60.563309,60.239933,41.833282
66834.390625,60.52718,60.105595,40.328213
70794.578125,60.545704,59.969181,38.855503
74989.421875,60.565277,59.781128,37.354366
79432.820312,60.539021,59.539116,35.89341
84139.515625,60.513866,59.17897,34.363415
89125.093750,60.536839,58.787067,32.856686
94406.085938,60.513958,58.241924,31.392237
100000.000000,60.516594,57.577816,29.852629
105925.375000,60.492859,56.837337,28.390783
112201.843750,60.509678,55.844452,26.880482
118850.226562,60.530231,54.832623,25.366192
125892.539062,60.509598,53.743919,23.869074
133352.140625,60.545723,52.503315,22.350956
141253.750000,60.548973,51.208054,20.797543
149623.562500,60.533989,49.873501,19.269503
158489.312500,60.559849,48.494202,17.880091
167880.406250,60.521202,47.08765,16.236788
177827.937500,60.533989,45.657394,14.742278
188364.906250,60.526073,44.15987,13.23536
199526.234375,60.529198,42.689098,11.680179
211348.906250,60.4911,41.201187,10.126881
223872.109375,60.528549,39.731525,8.761636
237137.375000,60.508213,38.249828,6.831896
251188.640625,60.511143,36.746178,5.795424
266072.500000,60.464951,35.258377,4.306506
281838.281250,60.42643,33.743523,2.727677
298538.250000,60.408188,32.203804,0.949194
316227.781250,60.356342,30.729628,-0.568496
334965.437500,60.342182,29.180979,-2.464565
354813.375000,60.332924,27.604328,-3.571555
375837.406250,60.228397,26.100286,-3.282006
398107.156250,60.213753,24.526983,-8.162168
421696.500000,60.135059,23.077408,-7.796651
446683.593750,60.06918,21.534481,-9.898948
473151.250000,60.007553,19.912277,-9.335956
501187.218750,59.892353,18.307905,-14.232585
530884.437500,59.766148,16.762499,-13.103084
562341.312500,59.582054,15.269545,-16.057373
595662.125000,59.329502,13.578707,-16.109041
630957.375000,58.976898,12.003924,-18.418451
668343.937500,58.488743,10.297807,-18.986158
707945.812500,57.865185,8.703506,-29.942972
749894.187500,57.061371,7.247922,-18.806496
794328.250000,55.936726,5.432024,-18.684811
841395.125000,54.645245,3.749985,-32.183563
891250.937500,53.066742,2.411105,-36.668228
944060.875000,51.32822,-0.052513,-15.860093
1000000.000000,49.381088,-1.005114,-31.781603
