# LNAmplifier EEPROM Calibration Data
# Generated: 2025-12-19 14:58:23
# Point Count: 201
#
Frequency_Hz,Filter1_Gain_dB,Filter2_Gain_dB,Filter3_Gain_dB,Filter4_Gain_dB,Filter5_Gain_dB,Filter6_Gain_dB,Filter7_Gain_dB,Filter8_Gain_dB
19.841196,59.297771,59.290321,59.289463,59.296154,39.011002,39.027721,39.017384,39.02264
21.334036,59.445782,59.441902,59.439163,59.44379,39.158054,39.169647,39.161243,39.166573
22.939194,59.576332,59.572651,59.570663,59.575241,39.281868,39.296352,39.288433,39.292614
24.665125,59.692619,59.68877,59.68544,59.689854,39.395302,39.40868,39.398129,39.402611
26.520912,59.793446,59.789036,59.786598,59.792553,39.491783,39.507263,39.495361,39.499023
28.516329,59.886738,59.882996,59.878391,59.882732,39.577473,39.593239,39.583309,39.586796
30.661879,59.965157,59.962109,59.956993,59.962978,39.651558,39.668922,39.656574,39.66013
32.968857,60.035938,60.029995,60.027195,60.031658,39.717598,39.734894,39.721638,39.725487
35.449413,60.096355,60.093929,60.088959,60.093212,39.775242,39.790668,39.78167,39.78611
38.116604,60.15097,60.147865,60.143356,60.145962,39.826859,39.843746,39.831104,39.835392
40.984474,60.197498,60.19603,60.189625,60.193947,39.873428,39.887402,39.875164,39.881199
44.068119,60.242405,60.239178,60.231979,60.236,39.912464,39.928577,39.915852,39.920582
47.383774,60.273563,60.273037,60.267567,60.272205,39.946545,39.962311,39.95166,39.956429
50.948898,60.308872,60.308846,60.301388,60.30685,39.976177,39.993412,39.981483,39.985394
54.782261,60.336315,60.33662,60.331318,60.3349,40.004612,40.019211,40.00758,40.012573
58.904041,60.363232,60.359489,60.357964,60.359428,40.029613,40.042393,40.031151,40.037563
63.335945,60.386208,60.382214,60.377136,60.382969,40.049763,40.064598,40.055828,40.057064
68.101303,60.404728,60.401276,60.398739,60.400578,40.068218,40.082615,40.069248,40.07729
73.225197,60.423096,60.421444,60.412876,60.416504,40.087009,40.099136,40.084522,40.093094
78.734612,60.435062,60.435509,60.430656,60.435905,40.097347,40.115108,40.100334,40.105686
84.658554,60.450333,60.446392,60.440979,60.446117,40.109776,40.124596,40.112434,40.117207
91.028214,60.462399,60.461086,60.455303,60.456989,40.118481,40.13625,40.125736,40.131176
97.877113,60.475521,60.469173,60.466915,60.469852,40.132,40.144596,40.134274,40.138588
105.241325,60.484112,60.477791,60.474731,60.479389,40.139748,40.154903,40.140087,40.148075
113.159615,60.487713,60.490154,60.483009,60.489342,40.148975,40.161819,40.15065,40.153801
121.673668,60.494823,60.494396,60.490253,60.494686,40.155041,40.170437,40.16069,40.163406
130.828323,60.501957,60.50106,60.491261,60.500259,40.161011,40.174667,40.159893,40.167202
140.671753,60.507103,60.509186,60.501049,60.507133,40.165474,40.178459,40.167583,40.173061
151.255814,60.511272,60.511848,60.506996,60.51088,40.169128,40.186005,40.171749,40.1777
162.636200,60.517139,60.514404,60.510597,60.515656,40.173386,40.188801,40.178215,40.180119
174.872833,60.520821,60.520752,60.513481,60.520908,40.178173,40.192192,40.17939,40.186329
188.030151,60.523911,60.525352,60.520241,60.521458,40.181938,40.194019,40.183594,40.188511
202.177414,60.527721,60.526691,60.523739,60.527218,40.18541,40.199917,40.184788,40.190769
217.389114,60.531422,60.531162,60.523487,60.52932,40.185863,40.20002,40.188881,40.194736
233.745331,60.531822,60.531616,60.52845,60.532829,40.189293,40.202156,40.193604,40.194584
251.332184,60.532639,60.53561,60.529716,60.532227,40.189331,40.204586,40.195499,40.196613
270.242249,60.536377,60.536201,60.530338,60.53487,40.191353,40.206577,40.19569,40.198639
290.575104,60.540573,60.539391,60.530918,60.537743,40.193378,40.207535,40.193459,40.199677
312.437775,60.542896,60.541565,60.533192,60.538853,40.194798,40.210308,40.198467,40.201054
335.945404,60.542179,60.541576,60.536911,60.539455,40.196766,40.210987,40.202255,40.201561
361.221710,60.539738,60.543713,60.536915,60.539215,40.197079,40.21312,40.199543,40.204906
388.399811,60.544319,60.545517,60.540771,60.539974,40.199486,40.215874,40.200951,40.205074
417.622742,60.546238,60.543781,60.538429,60.543053,40.199272,40.213818,40.201286,40.207672
449.044434,60.544323,60.546471,60.538433,60.546295,40.202087,40.21632,40.204159,40.20845
482.830231,60.544609,60.548397,60.540813,60.54427,40.203812,40.214596,40.203671,40.209175
519.158081,60.546917,60.547768,60.54237,60.546494,40.201351,40.214958,40.206711,40.208015
558.219177,60.548435,60.548717,60.54171,60.545818,40.202904,40.215725,40.20348,40.208229
600.219238,60.548786,60.547459,60.540398,60.545174,40.203293,40.219307,40.206036,40.207508
645.379333,60.551296,60.548462,60.543835,60.548058,40.204609,40.218315,40.2052,40.210144
693.937256,60.548973,60.54887,60.544804,60.547108,40.206436,40.218616,40.208061,40.209843
746.148621,60.551388,60.550426,60.542255,60.548946,40.20649,40.218567,40.206577,40.209728
802.288391,60.548946,60.54858,60.545624,60.545414,40.205128,40.222412,40.210545,40.21384
862.652039,60.551025,60.550358,60.542797,60.547512,40.205616,40.220028,40.20937,40.212105
927.557434,60.550976,60.551407,60.547283,60.548336,40.208443,40.219849,40.20787,40.21323
997.346252,60.553089,60.550625,60.543488,60.548347,40.207752,40.220764,40.210911,40.213448
1072.385864,60.551208,60.550507,60.543667,60.544823,40.207092,40.221573,40.213047,40.210812
1153.071533,60.55101,60.550724,60.54459,60.546253,40.208824,40.220394,40.208508,40.210762
1239.827881,60.551319,60.551434,60.543949,60.545887,40.208748,40.223846,40.208378,40.210812
1333.111694,60.553947,60.550152,60.545082,60.54599,40.211819,40.223549,40.208057,40.211178
1433.414185,60.55294,60.550629,60.544785,60.546722,40.208927,40.221725,40.208992,40.211483
1541.263306,60.553055,60.551521,60.543655,60.545128,40.209812,40.221928,40.210106,40.212391
1657.227051,60.552132,60.552818,60.542389,60.544384,40.209991,40.225452,40.210831,40.211918
1781.915649,60.552555,60.553692,60.546162,60.54641,40.208473,40.224197,40.209553,40.213558
1915.985840,60.551353,60.552391,60.543736,60.542824,40.20982,40.226307,40.212414,40.211105
2060.143311,60.55238,60.552731,60.5466,60.541233,40.211185,40.22509,40.212414,40.209675
2215.147217,60.552433,60.551014,60.542381,60.540604,40.209213,40.225018,40.210701,40.20863
2381.813477,60.550495,60.550652,60.541584,60.53899,40.209431,40.22443,40.210228,40.207035
2561.019531,60.550838,60.549744,60.540821,60.537785,40.209412,40.226086,40.211266,40.20842
2753.708984,60.548267,60.550484,60.539703,60.536983,40.20945,40.225948,40.207993,40.207787
2960.896240,60.548397,60.547611,60.540081,60.531418,40.212311,40.225983,40.20919,40.207748
3183.672363,60.561062,60.556393,60.541996,60.540649,40.214096,40.233212,40.214279,40.215298
3423.209717,60.553734,60.55645,60.542553,60.538609,40.217041,40.234211,40.216976,40.215931
3680.769775,60.55891,60.557755,60.544128,60.538185,40.214134,40.228741,40.217648,40.210934
3957.708496,60.554409,60.554214,60.547775,60.527138,40.217331,40.23362,40.21944,40.212997
4255.483887,60.554947,60.55146,60.53899,60.530163,40.219532,40.228462,40.219498,40.209694
4575.663574,60.55233,60.554741,60.538738,60.530865,40.216633,40.235619,40.214802,40.20784
4919.933594,60.550911,60.549488,60.533108,60.521599,40.219021,40.233143,40.218426,40.207226
5290.106445,60.552532,60.549667,60.533611,60.513107,40.218513,40.234344,40.211697,40.199551
5688.130371,60.550457,60.550083,60.530186,60.512547,40.21907,40.231274,40.216446,40.205704
6116.101562,60.544804,60.542801,60.529049,60.505398,40.21851,40.234749,40.210995,40.201939
6576.273438,60.538712,60.540318,60.52726,60.500393,40.222065,40.236115,40.210419,40.197964
7071.067871,60.54493,60.54377,60.52364,60.49559,40.221527,40.237427,40.212364,40.199627
7603.090332,60.545624,60.542877,60.522324,60.489925,40.222912,40.239819,40.215126,40.190475
8175.142090,60.538933,60.540665,60.520821,60.482849,40.226349,40.237404,40.210682,40.186497
8790.234375,60.54071,60.536842,60.517658,60.476173,40.220924,40.23798,40.214043,40.185173
9451.605469,60.542152,60.540028,60.510845,60.467175,40.223175,40.239235,40.214596,40.17831
10162.738281,60.537888,60.541195,60.511616,60.457497,40.226032,40.241703,40.21471,40.175251
10927.375977,60.540192,60.537632,60.514446,60.451027,40.230045,40.245125,40.215168,40.171906
11749.544922,60.540646,60.54134,60.505566,60.435162,40.233116,40.242798,40.210213,40.159321
12633.573242,60.533985,60.538025,60.502441,60.425571,40.232559,40.244843,40.213993,40.148464
13584.115234,60.536648,60.541401,60.501144,60.407932,40.233292,40.249435,40.211449,40.13171
14606.174805,60.535793,60.534103,60.500546,60.383194,40.232113,40.246769,40.207764,40.105606
15705.133789,60.538696,60.538349,60.494015,60.347191,40.22821,40.2486,40.203583,40.073963
16886.777344,60.536823,60.537571,60.491211,60.303368,40.238564,40.248531,40.206318,40.030106
18157.328125,60.537685,60.53751,60.489006,60.240463,40.237919,40.254322,40.204601,39.974892
19523.474609,60.534767,60.533379,60.482738,60.147953,40.236267,40.258961,40.200665,39.879185
20992.408203,60.542118,60.536556,60.477123,60.019642,40.24395,40.257137,40.197838,39.752541
22571.863281,60.54892,60.544907,60.477554,59.835945,40.248383,40.263145,40.195347,39.567047
24270.154297,60.546486,60.542332,60.474335,59.570232,40.252609,40.264675,40.198635,39.297638
26096.226562,60.551949,60.543079,60.466362,59.191555,40.249989,40.263569,40.189526,38.919029
28059.689453,60.546169,60.541801,60.457226,58.668789,40.253426,40.265007,40.183475,38.391647
30170.880859,60.540791,60.541267,60.441872,57.965122,40.247116,40.262032,40.16848,37.703678
32440.919922,60.549706,60.548088,60.436882,57.100933,40.257374,40.266045,40.163887,36.832489
34881.753906,60.550159,60.551125,60.433392,56.032204,40.256596,40.273018,40.154587,35.759338
37506.234375,60.553249,60.554123,60.420284,54.777267,40.260159,40.281635,40.146336,34.50061
40328.179688,60.553181,60.553761,60.398319,53.364983,40.268219,40.28212,40.125717,33.083702
43362.445312,60.551704,60.547806,60.373211,51.822334,40.264187,40.275299,40.10059,31.525606
46625.007812,60.54715,60.54306,60.344296,50.17672,40.259178,40.269012,40.071949,29.871174
50133.042969,60.537792,60.536625,60.300709,48.454876,40.252304,40.271847,40.033146,28.146519
53905.019531,60.534134,60.541706,60.261307,46.688683,40.255249,40.275284,39.986023,26.379522
57960.796875,60.541931,60.540005,60.195557,44.887486,40.256351,40.270779,39.918137,24.575462
62321.730469,60.539299,60.538895,60.107067,43.060844,40.255733,40.27359,39.83017,22.743509
67010.773438,60.53817,60.537056,59.978668,41.211952,40.252132,40.273949,39.698574,20.889637
72052.625000,60.539093,60.535149,59.792973,39.352402,40.2598,40.271385,39.510262,19.038158
77473.820312,60.539936,60.536968,59.535854,37.490253,40.259254,40.271702,39.252277,17.17227
83302.898438,60.536156,60.543701,59.169224,35.622326,40.260731,40.276875,38.881237,15.304211
89570.554688,60.535847,60.543068,58.652981,33.748898,40.258465,40.27486,38.373249,13.434014
96309.781250,60.538277,60.535702,57.986523,31.869513,40.25539,40.275494,37.693611,11.539385
103556.070312,60.534546,60.541931,57.110455,29.989538,40.257408,40.270542,36.825432,9.647946
111347.562500,60.540924,60.543949,56.038212,28.117718,40.257469,40.273819,35.755566,7.799614
119725.273438,60.541943,60.550098,54.785023,26.234612,40.267311,40.271294,34.492493,5.944101
128733.328125,60.541859,60.548702,53.360165,24.354025,40.266338,40.275028,33.065426,4.023854
138419.140625,60.547359,60.556664,51.808357,22.476595,40.264061,40.274437,31.508091,2.146822
148833.703125,60.550289,60.565918,50.144459,20.590839,40.260113,40.269875,29.841486,0.278585
160031.859375,60.558979,60.568157,48.410034,18.704451,40.261944,40.27356,28.106367,-1.594738
172072.546875,60.559303,60.573208,46.623905,16.828876,40.263542,40.275341,26.317665,-3.497112
185019.187500,60.56525,60.573666,44.811192,14.973873,40.262859,40.269917,24.502047,-5.342249
198939.906250,60.573051,60.573978,42.966812,13.084778,40.263134,40.267761,22.655748,-7.248569
213908.015625,60.569172,60.58083,41.112625,11.176334,40.264099,40.272736,20.79738,-8.930637
230002.312500,60.569584,60.579575,39.248344,9.34304,40.264915,40.275215,18.934704,-11.052133
247307.531250,60.576073,60.568512,37.374279,7.494936,40.26712,40.262577,17.047256,-12.771789
265914.781250,60.57605,60.566063,35.498058,5.622753,40.267399,40.263046,15.188779,-14.71373
285922.062500,60.575459,60.56382,33.615101,3.672895,40.265911,40.258495,13.309602,-16.823456
307434.656250,60.567596,60.550694,31.73947,1.843444,40.262417,40.256653,11.444221,-17.970467
330565.812500,60.570354,60.535938,29.850657,-0.009434,40.262619,40.243198,9.539161,-20.546186
355437.375000,60.568562,60.534069,27.970707,-1.951826,40.265217,40.231876,7.670483,-23.031528
382180.250000,60.567509,60.509193,26.08823,-3.719486,40.26334,40.217686,5.762214,-24.032501
410935.250000,60.560974,60.479893,24.198111,-5.460322,40.26318,40.191483,3.942148,-24.599491
441853.750000,60.560452,60.445274,22.314602,-7.412063,40.261631,40.163734,2.037651,-27.333359
475098.531250,60.55653,60.386696,20.432516,-9.421496,40.261642,40.111259,0.127349,-29.300171
510844.656250,60.548779,60.305672,18.546255,-10.911413,40.25037,40.031342,-1.784144,-34.646233
549280.250000,60.53978,60.178341,16.645174,-12.871105,40.249817,39.913876,-3.597054,-31.029327
590607.750000,60.525684,59.978477,14.769176,-14.466504,40.24548,39.723057,-5.45746,-36.725609
635044.687500,60.515293,59.670193,12.879283,-16.19141,40.239723,39.421463,-7.422472,-39.199352
682825.062500,60.504738,59.197525,11.031475,-17.678017,40.230907,38.950932,-9.297251,-34.409096
734200.375000,60.483387,58.47802,9.108463,-18.676483,40.224319,38.250614,-11.107721,-36.212612
789441.125000,60.454556,57.45327,7.236835,-19.405617,40.208809,37.235546,-13.123848,-37.107311
848838.187500,60.423927,56.084198,5.32389,-20.927162,40.19062,35.882156,-15.350029,-39.914349
912704.187500,60.390285,54.369183,3.478331,-21.902348,40.168606,34.192635,-17.09976,-40.960472
981375.500000,60.346554,52.36908,1.605841,-23.299812,40.13826,32.214867,-18.092506,-36.786545
1055213.500000,60.28426,50.123943,-0.280275,-24.427338,40.101158,30.018021,-20.777258,-35.506908
1134607.125000,60.205379,47.755375,-2.191344,-23.448963,40.051003,27.663095,-22.611713,-43.65987
1219974.250000,60.106304,45.24934,-4.135886,-25.734007,39.985981,25.200813,-23.821701,-39.774727
1311764.250000,59.979637,42.65937,-6.187662,-27.19836,39.901062,22.653507,-26.955736,-41.145607
1410460.625000,59.825382,39.99316,-8.341309,-29.427307,39.801598,20.073273,-28.473146,-33.771778
1516582.750000,59.631729,37.264755,-10.002151,-29.384457,39.675079,17.434139,-30.544668,-51.113255
1630689.375000,59.402401,34.487309,-11.962774,-30.553608,39.512089,14.743735,-37.110928,-42.641258
1753381.375000,59.113739,31.640266,-14.065943,-29.318604,39.315075,12.025662,-35.692856,-41.683342
1885304.750000,58.779049,28.723787,-16.0159,-29.16543,39.070797,9.198512,-34.617962,-40.927567
2027153.750000,58.352524,25.744333,-16.956156,-31.222244,38.769032,6.41635,-40.008011,-40.738266
2179675.500000,57.858643,22.672283,-18.740269,-28.829399,38.418362,3.506209,-45.3699,-38.389759
2343673.000000,57.274048,19.516373,-19.700729,-35.151634,38.001518,0.51295,-39.017738,-42.420837
2520009.250000,56.596821,16.262428,-21.922667,-29.658163,37.520695,-2.461386,-55.008751,-40.581631
2709613.250000,55.826542,12.914617,-24.237129,-30.181095,36.978226,-5.610237,-41.100212,-36.071545
2913482.750000,54.955791,9.48427,-25.769014,-29.844,36.375984,-8.770543,-55.066452,-37.29908
3132691.250000,53.993256,6.011475,-27.944473,-27.473078,35.710079,-11.705888,-47.084694,-35.815231
3368393.000000,52.942226,2.383777,-28.48288,-28.358227,35.000153,-15.107905,-45.935799,-42.057659
3621828.750000,51.80164,-1.21814,-27.223158,-29.807856,34.235485,-18.835331,-33.541737,-47.633106
3894332.750000,50.604763,-5.071929,-25.973322,-29.523026,33.442547,-21.006409,-46.247082,-41.757729
4187339.750000,49.33374,-8.812918,-29.544794,-30.829128,32.617538,-24.220919,-33.276012,-39.417175
4502392.500000,48.010807,-12.453981,-30.988516,-30.724199,31.776514,-26.38217,-47.249535,-49.633125
4841149.500000,46.634876,-16.259174,-35.541855,-32.447891,30.921692,-33.558537,-38.757553,-36.382225
5205394.500000,45.225803,-19.759911,-32.388008,-30.439896,30.048925,-37.522934,-40.31863,-35.164707
5597045.000000,43.786499,-25.088396,-31.35718,-33.427441,29.193478,-38.495525,-37.250511,-45.091
6018163.000000,42.338364,-30.166243,-34.251553,-48.651085,28.340225,-41.460876,-54.713951,-44.00499
6470965.500000,40.871513,-36.108635,-31.277451,-29.115358,27.503084,-36.418526,-37.967289,-42.449608
6957837.000000,39.407543,-39.618282,-35.646759,-38.825161,26.679993,-46.543911,-42.90947,-48.776211
7481340.000000,37.941051,-36.960289,-29.72266,-36.619308,25.899332,-37.869343,-50.34626,-76.83136
8044231.500000,36.496086,-49.976704,-32.877827,-37.005707,25.129862,-47.860073,-35.853214,-42.509434
8649474.000000,35.069096,-43.905735,-38.714817,-40.509575,24.420702,-50.513912,-49.944305,-48.902332
9300255.000000,33.674549,-50.99025,-35.147991,-35.490559,23.759277,-41.999413,-47.897118,-38.410297
10000000.000000,32.315453,-64.065643,-37.703526,-33.295544,23.160866,-41.8437,-49.360004,-41.352509
