# LNAmplifier EEPROM Calibration Data
# Generated: 2025-10-22 10:24:55
# Point Count: 201
#
Frequency_Hz,Filter1_Gain_dB,Filter2_Gain_dB,Filter3_Gain_dB
199.526230,60.705711,60.703896,60.698299
211.348907,60.706982,60.713802,60.697853
223.872116,60.711563,60.713039,60.699318
237.137375,60.713825,60.713501,60.699493
251.188644,60.717045,60.716644,60.704903
266.072510,60.713634,60.71946,60.706108
281.838287,60.7188,60.717995,60.699539
298.538269,60.720387,60.716778,60.707821
316.227753,60.71846,60.721199,60.706429
334.965454,60.719406,60.721527,60.70562
354.813385,60.722977,60.718395,60.708538
375.837402,60.724449,60.723198,60.710293
398.107178,60.72591,60.726891,60.71257
421.696503,60.718281,60.722282,60.713898
446.683594,60.720913,60.728664,60.710648
473.151245,60.722828,60.726021,60.715954
501.187225,60.725754,60.727581,60.713558
530.884460,60.728218,60.726475,60.716652
562.341309,60.727329,60.728085,60.712658
595.662170,60.726955,60.731956,60.717163
630.957336,60.729671,60.735035,60.71167
668.343933,60.732738,60.731514,60.71312
707.945801,60.735348,60.72826,60.716389
749.894226,60.729233,60.731506,60.720394
794.328247,60.730923,60.732227,60.716217
841.395142,60.726509,60.729748,60.713093
891.250916,60.72794,60.729439,60.717026
944.060852,60.733681,60.728317,60.714973
1000.000000,60.734146,60.734371,60.719929
1059.253784,60.728714,60.736088,60.724354
1122.018433,60.727806,60.732876,60.716385
1188.502197,60.742264,60.734592,60.715527
1258.925415,60.735035,60.731224,60.714478
1333.521484,60.730984,60.738155,60.722191
1412.537598,60.737709,60.736012,60.716179
1496.235596,60.719234,60.736485,60.722244
1584.893188,60.733383,60.727276,60.712135
1678.804077,60.733009,60.731083,60.709515
1778.279419,60.730465,60.733284,60.727009
1883.649048,60.735401,60.729427,60.711704
1995.262329,60.732456,60.726807,60.719032
2113.489014,60.738354,60.735989,60.728062
2238.721191,60.725544,60.740631,60.724274
2371.373779,60.726116,60.732544,60.708862
2511.886475,60.717762,60.732567,60.723793
2660.725098,60.733456,60.718632,60.718807
2818.382812,60.727661,60.725735,60.694729
2985.382568,60.724529,60.731453,60.726959
3162.277588,60.741852,60.736431,60.717407
3349.654297,60.72337,60.724636,60.707573
3548.133789,60.715294,60.724457,60.717873
3758.374023,60.715122,60.738785,60.702061
3981.071777,60.725227,60.719597,60.707272
4216.964844,60.713272,60.728252,60.700031
4466.835938,60.712326,60.729004,60.724075
4731.512695,60.710102,60.72961,60.71331
5011.872559,60.707569,60.724289,60.706699
5308.844238,60.708733,60.704796,60.694336
5623.413086,60.693165,60.72443,60.720844
5956.621582,60.712742,60.697262,60.689083
6309.573242,60.716614,60.704903,60.711655
6683.438965,60.700371,60.695057,60.710186
7079.458008,60.703838,60.718555,60.714626
7498.941895,60.712147,60.691433,60.722626
7943.282227,60.714596,60.701942,60.710377
8413.951172,60.708263,60.685532,60.717522
8912.509766,60.694523,60.68755,60.737324
9440.608398,60.682888,60.703667,60.71418
10000.000000,60.702583,60.682587,60.741356
10592.537109,60.703373,60.707535,60.734787
11220.184570,60.713062,60.684837,60.721519
11885.022461,60.703568,60.680809,60.768314
12589.253906,60.704159,60.688198,60.74345
13335.213867,60.705059,60.700314,60.774147
14125.375000,60.698952,60.70013,60.781151
14962.356445,60.689312,60.696461,60.793461
15848.931641,60.705685,60.703121,60.815273
16788.041016,60.70269,60.682632,60.79496
17782.794922,60.690727,60.713116,60.827919
18836.490234,60.68726,60.702293,60.841343
19952.623047,60.670742,60.690392,60.85479
21134.890625,60.70126,60.740932,60.759727
22387.210938,60.698631,60.707371,60.661213
23713.736328,60.704544,60.749557,60.511047
25118.865234,60.68507,60.742355,60.241646
26607.250000,60.707478,60.732494,59.874939
28183.830078,60.694283,60.741486,59.339363
29853.826172,60.687828,60.744778,58.533077
31622.777344,60.721855,60.735065,57.534512
33496.542969,60.682358,60.772156,56.227615
35481.339844,60.722202,60.72192,54.771717
37583.742188,60.675774,60.788567,53.125736
39810.718750,60.691002,60.808968,51.372253
42169.648438,60.714779,60.837143,49.585194
44668.359375,60.701111,60.806255,47.616341
47315.125000,60.686977,60.82029,45.694859
50118.722656,60.725273,60.841187,43.693405
53088.445312,60.678822,60.810871,41.67902
56234.132812,60.693363,60.849602,39.739674
59566.214844,60.665234,60.855404,37.78278
63095.734375,60.702587,60.894684,35.753571
66834.390625,60.698483,60.846127,33.732121
70794.578125,60.709953,60.782734,31.752186
74989.421875,60.687859,60.675903,29.751194
79432.820312,60.675274,60.539478,27.745497
84139.515625,60.681396,60.224125,25.682377
89125.093750,60.671795,59.799637,23.687933
94406.085938,60.704601,59.167316,21.696356
100000.000000,60.680004,58.29694,19.623249
105925.375000,60.666195,57.15715,17.70245
112201.843750,60.668972,55.836308,15.765664
118850.226562,60.668755,54.260086,13.532237
125892.539062,60.665421,52.57806,12.103032
133352.140625,60.646587,50.755672,9.450233
141253.750000,60.660816,48.852955,8.009603
149623.562500,60.672241,46.939629,6.24292
158489.312500,60.670876,44.97578,2.978101
167880.406250,60.646217,43.007126,1.497932
177827.937500,60.674175,40.976276,-0.379385
188364.906250,60.627335,39.009277,-2.586032
199526.234375,60.624161,36.991325,-3.191417
211348.906250,60.641895,34.922817,-4.643775
223872.109375,60.604115,32.962936,-7.64002
237137.375000,60.619846,30.965229,-9.381443
251188.640625,60.619144,28.944546,-11.44458
266072.500000,60.610668,26.944012,-15.903649
281838.281250,60.580902,24.949299,-17.938763
298538.250000,60.505768,22.918358,-19.489426
316227.781250,60.49548,20.791328,-14.591358
334965.437500,60.487793,18.879683,-19.935095
354813.375000,60.423729,16.767092,-20.295795
375837.406250,60.383186,14.904469,-20.199932
398107.156250,60.337997,12.623047,-18.248386
421696.500000,60.291103,10.880981,-14.313659
446683.593750,60.197422,8.516382,-17.411093
473151.250000,60.129978,6.778928,-23.504219
501187.218750,59.963989,4.280265,-15.898751
530884.437500,59.798641,2.540458,-16.266071
562341.312500,59.573841,-0.45703,-15.393986
595662.125000,59.219688,-1.333677,-18.773447
630957.375000,58.752048,-5.336777,-14.143477
668343.937500,58.113102,-4.885361,-11.004323
707945.812500,57.273872,-6.235554,-12.614712
749894.187500,56.159283,-8.33353,-15.741631
794328.250000,54.834591,-9.47383,-19.735458
841395.125000,53.272617,-9.859156,-9.537415
891250.937500,51.533089,-11.232935,-12.220313
944060.875000,49.682304,-11.779216,-8.762259
1000000.000000,47.674469,-13.307899,-11.692375
