# LNAmplifier EEPROM Calibration Data
# Generated: 2025-12-20 19:57:56
# Point Count: 201
#
Frequency_Hz,Filter1_Gain_dB,Filter2_Gain_dB,Filter3_Gain_dB,Filter4_Gain_dB,Filter5_Gain_dB,Filter6_Gain_dB,Filter7_Gain_dB,Filter8_Gain_dB
38.116604,60.154747,60.134342,60.127491,60.157143,29.748793,29.747969,29.741089,29.745558
40.984474,60.221184,60.187889,60.185432,60.21447,29.792648,29.791706,29.78791,29.790989
44.068119,60.245678,60.228889,60.215237,60.224609,29.830526,29.83288,29.826498,29.831949
47.383774,60.285751,60.266338,60.260101,60.262112,29.866941,29.867144,29.863312,29.867338
50.948898,60.299561,60.32906,60.285896,60.30043,29.896086,29.89426,29.892021,29.898592
54.782261,60.346558,60.332661,60.320522,60.327084,29.922047,29.923975,29.916815,29.921175
58.904041,60.363144,60.346241,60.353825,60.360603,29.946442,29.944649,29.941568,29.945244
63.335945,60.384842,60.37431,60.37159,60.368961,29.96767,29.966141,29.962652,29.967445
68.101303,60.40369,60.413864,60.390472,60.400555,29.984982,29.985958,29.980986,29.984978
73.225197,60.413857,60.406116,60.412552,60.39048,30.000437,30.001448,29.996204,29.998867
78.734612,60.417923,60.421829,60.407871,60.43808,30.012947,30.016899,30.010118,30.013233
84.658554,60.446587,60.434189,60.433384,60.426071,30.026085,30.027737,30.023848,30.024662
91.028214,60.444523,60.460178,60.428677,60.433701,30.039045,30.040184,30.031876,30.039089
97.877113,60.483192,60.441772,60.451817,60.44981,30.046713,30.047686,30.042728,30.046312
105.241325,60.492321,60.454514,60.454731,60.462505,30.055424,30.058701,30.051382,30.056656
113.159615,60.473339,60.476406,60.484001,60.494099,30.065891,30.061487,30.059416,30.062895
121.673668,60.48177,60.501938,60.472012,60.490452,30.071095,30.069187,30.062725,30.069195
130.828323,60.487923,60.484085,60.491417,60.473812,30.076338,30.077419,30.072939,30.075846
140.671753,60.497536,60.497871,60.484035,60.505756,30.082817,30.081196,30.076056,30.080992
151.255814,60.481922,60.512177,60.479172,60.501846,30.087851,30.087124,30.079899,30.084291
162.636200,60.500626,60.506832,60.497257,60.473324,30.089127,30.091902,30.085983,30.090254
174.872833,60.501659,60.50914,60.507492,60.513,30.095118,30.095411,30.087402,30.09515
188.030151,60.51693,60.508373,60.483665,60.508801,30.094845,30.097433,30.092327,30.09729
202.177414,60.514465,60.529613,60.486328,60.497757,30.100275,30.099836,30.094767,30.098871
217.389114,60.527695,60.51342,60.51823,60.51606,30.103777,30.102568,30.097073,30.101118
233.745331,60.516735,60.526745,60.507378,60.511902,30.103539,30.107792,30.098724,30.104162
251.332184,60.520741,60.517513,60.522892,60.50568,30.10783,30.106766,30.100838,30.105379
270.242249,60.555397,60.496387,60.517822,60.528366,30.110241,30.108576,30.103533,30.106859
290.575104,60.514862,60.538593,60.520924,60.531391,30.110018,30.111015,30.105909,30.108059
312.437775,60.50771,60.524769,60.534103,60.533535,30.113256,30.113577,30.109144,30.111824
335.945404,60.541149,60.522518,60.527542,60.532887,30.113346,30.114906,30.108467,30.112509
361.221710,60.524059,60.515022,60.495377,60.524544,30.115421,30.112848,30.108616,30.112736
388.399811,60.530785,60.515064,60.510555,60.527496,30.115181,30.116375,30.108517,30.116079
417.622742,60.539921,60.543926,60.538795,60.524559,30.116186,30.115274,30.11038,30.115089
449.044434,60.522793,60.531754,60.550152,60.533386,30.117779,30.116678,30.112587,30.115686
482.830231,60.560005,60.530674,60.547276,60.531204,30.118603,30.117331,30.115078,30.116014
519.158081,60.531616,60.51786,60.507381,60.537121,30.118643,30.119606,30.111704,30.114477
558.219177,60.546089,60.53754,60.546314,60.519894,30.121256,30.118889,30.114502,30.116299
600.219238,60.540951,60.546028,60.516659,60.531414,30.120022,30.120331,30.113615,30.118153
645.379333,60.539921,60.53912,60.524433,60.534267,30.121479,30.119957,30.116005,30.117414
693.937256,60.528202,60.525745,60.51244,60.540531,30.121061,30.120367,30.11628,30.11776
746.148621,60.530926,60.537857,60.510582,60.531185,30.123264,30.120991,30.115612,30.117996
802.288391,60.534046,60.526138,60.538387,60.5177,30.122614,30.121445,30.115559,30.119089
862.652039,60.534821,60.536758,60.533092,60.540512,30.123693,30.122635,30.115358,30.117802
927.557434,60.538956,60.548569,60.542236,60.53582,30.121977,30.124241,30.1164,30.118168
997.346252,60.527798,60.534702,60.544106,60.530346,30.12368,30.122616,30.115791,30.118769
1072.385864,60.539013,60.522953,60.539261,60.526482,30.123772,30.122293,30.116676,30.117792
1153.071533,60.545506,60.527382,60.526062,60.534065,30.124825,30.124054,30.11729,30.118345
1239.827881,60.526928,60.539528,60.535568,60.542625,30.12282,30.125216,30.117586,30.116583
1333.111694,60.528133,60.556099,60.539295,60.536678,30.124521,30.124517,30.116451,30.117643
1433.414185,60.542427,60.537006,60.516548,60.531796,30.124434,30.123167,30.117155,30.118015
1541.263306,60.551899,60.540028,60.526585,60.516281,30.12219,30.124012,30.117006,30.116972
1657.227051,60.528927,60.53743,60.534206,60.509888,30.121843,30.124315,30.117338,30.115503
1781.915649,60.525951,60.531551,60.521103,60.501438,30.123756,30.122049,30.116726,30.114408
1915.985840,60.538368,60.514866,60.52478,60.525967,30.122725,30.123692,30.115261,30.114389
2060.143311,60.526657,60.533966,60.528362,60.535629,30.12199,30.123381,30.115372,30.114069
2215.147217,60.547749,60.551392,60.525059,60.504444,30.124174,30.126488,30.113882,30.112881
2381.813477,60.540123,60.522507,60.52837,60.510433,30.121645,30.123259,30.114285,30.111443
2561.019531,60.537251,60.540619,60.530865,60.513145,30.123831,30.123968,30.114281,30.109777
2753.708984,60.531704,60.528114,60.528938,60.50795,30.122837,30.125263,30.116402,30.108776
2960.896240,60.550697,60.531704,60.528564,60.508446,30.122404,30.123989,30.11421,30.10807
3183.672363,60.532768,60.542255,60.545727,60.545582,30.135851,30.134163,30.123854,30.119104
3423.209717,60.483978,60.570374,60.542824,60.516541,30.132486,30.134209,30.124355,30.116123
3680.769775,60.558376,60.547501,60.523693,60.468182,30.134367,30.134275,30.126251,30.112322
3957.708496,60.547192,60.536442,60.535961,60.487442,30.135422,30.133577,30.126627,30.114674
4255.483887,60.540131,60.538403,60.520123,60.499504,30.131907,30.131927,30.12245,30.108973
4575.663574,60.528885,60.488842,60.500183,60.481468,30.139719,30.132568,30.122252,30.102615
4919.933594,60.525307,60.527565,60.513149,60.51347,30.135849,30.137037,30.121107,30.10393
5290.106445,60.524002,60.55732,60.539738,60.521954,30.137234,30.136047,30.123674,30.099392
5688.130371,60.554817,60.515289,60.561653,60.450649,30.138588,30.138885,30.12039,30.092968
6116.101562,60.550205,60.556206,60.479637,60.484367,30.136164,30.13747,30.120207,30.087746
6576.273438,60.51997,60.52066,60.504807,60.453644,30.135988,30.135714,30.123178,30.082787
7071.067871,60.541042,60.523537,60.513451,60.43972,30.133806,30.134205,30.117161,30.079832
7603.090332,60.532047,60.507263,60.499405,60.453735,30.136606,30.133614,30.115267,30.070362
8175.142090,60.497749,60.508511,60.482861,60.450191,30.135254,30.136925,30.118017,30.057291
8790.234375,60.538078,60.51199,60.503418,60.442265,30.134623,30.138678,30.116228,30.053501
9451.605469,60.516075,60.5415,60.480297,60.439148,30.138208,30.136087,30.111946,30.035898
10162.738281,60.511604,60.4995,60.506748,60.377258,30.132381,30.134075,30.110476,30.026167
10927.375977,60.55246,60.515335,60.495644,60.34642,30.1362,30.135506,30.107719,30.008726
11749.544922,60.493343,60.502113,60.499115,60.384808,30.135736,30.134512,30.108797,29.993795
12633.573242,60.520691,60.516655,60.488987,60.330158,30.135216,30.13694,30.101982,29.966206
13584.115234,60.563168,60.507385,60.484261,60.338028,30.136297,30.138788,30.100183,29.944258
14606.174805,60.513493,60.503948,60.489758,60.267044,30.137203,30.137253,30.098021,29.913134
15705.133789,60.500149,60.519722,60.46563,60.239292,30.138817,30.138163,30.091887,29.872663
16886.777344,60.487625,60.538971,60.463013,60.183651,30.137094,30.140896,30.090603,29.817322
18157.328125,60.528336,60.525322,60.455074,60.135139,30.137621,30.138309,30.077887,29.748005
19523.474609,60.491089,60.499527,60.429749,60.059315,30.136791,30.139212,30.077118,29.653145
20992.408203,60.521935,60.510906,60.404716,59.928253,30.138559,30.134747,30.06827,29.519991
22571.863281,60.523083,60.536995,60.406143,59.710854,30.138855,30.138882,30.062077,29.339449
24270.154297,60.518654,60.509109,60.424904,59.499241,30.135897,30.136095,30.052252,29.090975
26096.226562,60.523663,60.530338,60.379173,59.095856,30.138697,30.140415,30.044571,28.735712
28059.689453,60.525223,60.501949,60.391212,58.632122,30.13833,30.142605,30.031879,28.255793
30170.880859,60.502625,60.528645,60.388508,57.987442,30.13884,30.136475,30.02113,27.623657
32440.919922,60.497932,60.481152,60.31506,57.167973,30.137892,30.143145,30.003859,26.808407
34881.753906,60.462997,60.499508,60.3592,56.178047,30.13867,30.144064,29.983088,25.789206
37506.234375,60.519562,60.466805,60.304539,54.981945,30.140701,30.142546,29.962437,24.586061
40328.179688,60.493412,60.543636,60.281258,53.58881,30.141026,30.141502,29.941256,23.208879
43362.445312,60.507191,60.479359,60.293407,52.111744,30.138229,30.143364,29.913939,21.693773
46625.007812,60.496426,60.536247,60.243988,50.446045,30.139833,30.136818,29.874849,20.068056
50133.042969,60.51659,60.542919,60.18985,48.723175,30.140951,30.141788,29.829245,18.357542
53905.019531,60.496914,60.50362,60.115692,46.971237,30.141138,30.139536,29.773508,16.587524
57960.796875,60.515846,60.51947,60.061214,45.132668,30.140249,30.142717,29.704479,14.778632
62321.730469,60.505615,60.513699,59.99004,43.319466,30.145344,30.14468,29.603148,12.945731
67010.773438,60.506783,60.507729,59.829971,41.476166,30.14649,30.148647,29.47344,11.092608
72052.625000,60.513294,60.48386,59.661594,39.635315,30.143753,30.145092,29.283806,9.22648
77473.820312,60.506565,60.480751,59.421459,37.695869,30.143763,30.147705,29.029949,7.361571
83302.898438,60.515678,60.495632,59.039803,35.821144,30.140896,30.147089,28.675516,5.471453
89570.554688,60.514175,60.48481,58.584995,33.983841,30.143618,30.147383,28.196915,3.604177
96309.781250,60.498322,60.51976,57.933083,32.109821,30.145483,30.150883,27.551071,1.729545
103556.070312,60.530476,60.526474,57.148911,30.221117,30.144575,30.154514,26.720715,-0.154905
111347.562500,60.490261,60.536037,56.093777,28.300844,30.147963,30.157841,25.704021,-2.073134
119725.273438,60.523762,60.534828,54.876034,26.445417,30.146826,30.155209,24.490629,-3.901191
128733.328125,60.498913,60.546627,53.508614,24.534588,30.149906,30.164026,23.105148,-5.823353
138419.140625,60.505821,60.532291,51.936642,22.639719,30.149313,30.162523,21.579805,-7.731469
148833.703125,60.500744,60.537174,50.290123,20.774624,30.149853,30.163696,19.942699,-9.594728
160031.859375,60.527981,60.547935,48.599739,18.862007,30.154165,30.165625,18.227486,-11.576086
172072.546875,60.557781,60.534206,46.784679,17.009851,30.153137,30.172047,16.452526,-13.418771
185019.187500,60.537331,60.565014,45.031658,15.146165,30.152563,30.175259,14.639421,-15.270667
198939.906250,60.505295,60.592163,43.148529,13.298201,30.157328,30.176794,12.801157,-17.212755
213908.015625,60.571209,60.553917,41.34869,11.368399,30.151104,30.182493,10.942558,-19.001543
230002.312500,60.519291,60.581963,39.450478,9.468947,30.154177,30.190186,9.077645,-21.337526
247307.531250,60.5658,60.559566,37.539558,7.41135,30.154657,30.19664,7.203026,-22.682138
265914.781250,60.512005,60.568703,35.693314,5.607776,30.155157,30.197229,5.33306,-24.595226
285922.062500,60.518337,60.547859,33.802547,3.911911,30.155731,30.201283,3.447731,-26.199699
307434.656250,60.51683,60.584553,31.908268,1.951293,30.150682,30.204477,1.567248,-28.713509
330565.812500,60.522732,60.597679,30.015266,0.024336,30.159359,30.208496,-0.345951,-29.768265
355437.375000,60.509346,60.593319,28.167412,-1.360013,30.159159,30.208622,-2.184317,-32.030846
382180.250000,60.562843,60.607029,26.231812,-3.358035,30.158884,30.201693,-4.069569,-35.504711
410935.250000,60.509987,60.5509,24.363726,-5.265449,30.158092,30.194111,-5.955337,-36.197788
441853.750000,60.549599,60.535538,22.468594,-7.27669,30.154928,30.175709,-7.815622,-36.677212
475098.531250,60.536739,60.52103,20.612717,-9.155414,30.152925,30.142012,-9.741783,-38.758938
510844.656250,60.50663,60.434078,18.779652,-10.686812,30.153389,30.077156,-11.610438,-44.182274
549280.250000,60.540394,60.327549,16.827488,-12.596402,30.149054,29.975286,-13.489693,-45.448574
590607.750000,60.481468,60.160263,15.028534,-15.368853,30.146404,29.798668,-15.423348,-45.308025
635044.687500,60.458725,59.87571,13.013032,-16.286417,30.135004,29.503431,-17.134558,-41.553463
682825.062500,60.475979,59.343971,11.24302,-16.64533,30.131399,29.0354,-18.921583,-45.859936
734200.375000,60.463234,58.638977,9.273395,-18.93993,30.120279,28.321644,-21.118095,-46.836136
789441.125000,60.428078,57.579021,7.393734,-18.555273,30.108335,27.289619,-22.771626,-43.793266
848838.187500,60.396427,56.189911,5.52851,-22.372047,30.092112,25.922194,-24.550846,-52.170628
912704.187500,60.356838,54.47966,3.803267,-19.980387,30.065781,24.209518,-26.895144,-51.540203
981375.500000,60.263279,52.462528,1.860803,-24.012688,30.040958,22.223373,-28.195244,-60.271851
1055213.500000,60.258987,50.229969,-0.430611,-26.837137,30.007313,20.013313,-30.632627,-60.335007
1134607.125000,60.161358,47.836842,-2.782915,-27.796417,29.958311,17.671652,-31.583174,-57.985359
1219974.250000,60.080448,45.344513,-4.148721,-29.93889,29.896725,15.210578,-34.043736,-49.017467
1311764.250000,59.920357,42.768497,-6.136661,-31.999529,29.819366,12.687129,-36.624191,-49.713707
1410460.625000,59.729046,40.113308,-7.990729,-34.362129,29.724764,10.106394,-38.252743,-58.17421
1516582.750000,59.575855,37.4039,-10.070998,-26.224022,29.596724,7.469551,-37.523479,-54.732815
1630689.375000,59.319458,34.652,-10.931746,-25.075911,29.439808,4.801317,-39.71574,-51.244583
1753381.375000,59.021183,31.831364,-13.188623,-25.296137,29.244169,2.072292,-42.817604,-59.951042
1885304.750000,58.639851,28.962269,-16.047033,-46.413475,29.007399,-0.718424,-43.865982,-53.845692
2027153.750000,58.251625,25.99687,-16.649946,-25.895065,28.718319,-3.46987,-43.331116,-56.254402
2179675.500000,57.741104,22.905905,-17.364067,-28.28207,28.374096,-6.346565,-48.953796,-53.028591
2343673.000000,57.156425,19.803652,-21.986683,-28.277472,27.974731,-9.373405,-46.442852,-61.325073
2520009.250000,56.448231,16.541935,-21.707382,-29.790239,27.498962,-12.325989,-53.047096,-50.130707
2709613.250000,55.656006,13.243044,-23.178301,-33.256786,26.969408,-15.370365,-52.474178,-47.404522
2913482.750000,54.781494,9.807666,-24.84337,-29.008274,26.373852,-18.397013,-55.800404,-52.345505
3132691.250000,53.782906,6.395848,-23.31488,-35.36042,25.719975,-21.87727,-46.496895,-50.499092
3368393.000000,52.773647,2.971543,-20.960001,-29.187372,25.00622,-24.699989,-56.684765,-53.086502
3621828.750000,51.624336,-0.594116,-29.310637,-28.537601,24.252323,-28.080288,-50.028591,-49.37233
3894332.750000,50.437366,-4.307257,-24.40126,-33.130596,23.45244,-31.388977,-56.300449,-57.517841
4187339.750000,49.154068,-8.361849,-28.817503,-28.479218,22.633514,-35.726357,-75.922852,-48.010071
4502392.500000,47.859989,-12.812222,-29.481222,-29.195347,21.782852,-38.787617,-60.033691,-55.538284
4841149.500000,46.479031,-16.331409,-40.244106,-32.38242,20.915232,-37.317806,-55.516319,-49.690811
5205394.500000,45.124195,-16.908922,-27.669426,-31.843479,20.043617,-46.412197,-50.393002,-45.430584
5597045.000000,43.647606,-25.136721,-32.206326,-31.803802,19.167343,-51.722931,-50.408535,-56.546967
6018163.000000,42.219139,-30.582359,-27.928671,-31.783638,18.294397,-44.011669,-52.339386,-51.493504
6470965.500000,40.772556,-29.741724,-32.279266,-29.093554,17.429234,-56.342896,-46.574165,-47.303082
6957837.000000,39.325962,-27.542381,-41.480476,-38.937782,16.584515,-51.381462,-50.810146,-56.843788
7481340.000000,37.842243,-36.673622,-33.188877,-40.012787,15.760243,-57.133072,-48.586346,-45.0499
8044231.500000,36.332214,-36.670563,-28.849079,-28.556297,14.962577,-51.443886,-51.855118,-45.209248
8649474.000000,34.895725,-31.072821,-30.034546,-40.985081,14.191932,-47.839085,-47.533493,-52.152615
9300255.000000,33.424809,-41.66666,-45.143585,-36.576225,13.483886,-57.145161,-62.139896,-46.499607
10000000.000000,32.021702,-39.197021,-36.998177,-31.800091,12.805203,-51.81889,-47.482128,-53.086277
