# LNAmplifier EEPROM Calibration Data
# Generated: 2025-12-19 14:54:00
# Point Count: 201
#
Frequency_Hz,Filter1_Gain_dB,Filter2_Gain_dB,Filter3_Gain_dB,Filter4_Gain_dB,Filter5_Gain_dB,Filter6_Gain_dB,Filter7_Gain_dB,Filter8_Gain_dB
997.346252,60.546482,60.544762,60.538795,60.541214,40.207401,40.220562,40.208935,40.211655
1072.385864,60.547638,60.544701,60.540215,60.539158,40.205654,40.218788,40.207294,40.208496
1153.071533,60.544987,60.544254,60.535206,60.539349,40.207703,40.222542,40.208855,40.210922
1239.827881,60.546642,60.5453,60.538841,60.540539,40.212086,40.220058,40.209316,40.209896
1333.111694,60.545105,60.546265,60.538204,60.537155,40.208599,40.222618,40.208126,40.210175
1433.414185,60.545929,60.544117,60.538754,60.537025,40.209404,40.222187,40.211498,40.209255
1541.263306,60.544708,60.54565,60.538746,60.535931,40.20953,40.220833,40.209732,40.211388
1657.227051,60.544353,60.545006,60.53587,60.538296,40.21006,40.2253,40.209557,40.208702
1781.915649,60.546146,60.546879,60.538181,60.535278,40.210419,40.222126,40.211922,40.208931
1915.985840,60.545025,60.543846,60.537415,60.537636,40.210777,40.221775,40.209209,40.207527
2060.143311,60.547371,60.544403,60.538742,60.533169,40.211617,40.223553,40.21088,40.207283
2215.147217,60.54512,60.545204,60.537895,60.531269,40.210091,40.224171,40.210114,40.205723
2381.813477,60.544327,60.543476,60.534481,60.531731,40.212257,40.224308,40.211849,40.204563
2561.019531,60.546158,60.543568,60.534172,60.526402,40.21154,40.222931,40.210453,40.206684
2753.708984,60.544559,60.541054,60.533375,60.525448,40.211765,40.224506,40.211765,40.201805
2960.896240,60.541977,60.540462,60.530792,60.522602,40.210754,40.223804,40.210106,40.203541
3183.672363,60.549835,60.55114,60.542805,60.524757,40.217758,40.234348,40.213844,40.208836
3423.209717,60.549461,60.544273,60.54052,60.524059,40.21627,40.23605,40.216156,40.206589
3680.769775,60.547913,60.546806,60.535843,60.519165,40.220451,40.230492,40.215015,40.203453
3957.708496,60.549202,60.544384,60.532074,60.516941,40.216972,40.232609,40.216091,40.199306
4255.483887,60.543072,60.5466,60.531761,60.510361,40.216972,40.229733,40.212383,40.204536
4575.663574,60.5425,60.543018,60.53616,60.511086,40.220551,40.234741,40.212238,40.193993
4919.933594,60.542423,60.540485,60.528698,60.50692,40.218708,40.231949,40.214725,40.193954
5290.106445,60.540394,60.543205,60.523022,60.49482,40.21513,40.231956,40.212856,40.191433
5688.130371,60.542328,60.538086,60.525772,60.48909,40.215382,40.233555,40.214668,40.181499
6116.101562,60.539154,60.539825,60.520493,60.472939,40.22229,40.236526,40.214863,40.178383
6576.273438,60.536827,60.539707,60.517254,60.468014,40.218105,40.230534,40.213196,40.170753
7071.067871,60.537113,60.535805,60.514706,60.462631,40.216518,40.234703,40.210938,40.173576
7603.090332,60.534523,60.530518,60.514004,60.447002,40.22271,40.234112,40.209278,40.160088
8175.142090,60.530224,60.535984,60.509727,60.439861,40.222061,40.235085,40.208813,40.15226
8790.234375,60.531895,60.532253,60.502129,60.429947,40.225037,40.232597,40.210178,40.148148
9451.605469,60.534702,60.534325,60.505974,60.414928,40.229797,40.23959,40.203232,40.133652
10162.738281,60.535202,60.532631,60.504543,60.402588,40.226826,40.239433,40.211617,40.120804
10927.375977,60.532711,60.528915,60.498089,60.387821,40.23315,40.240791,40.209621,40.10677
11749.544922,60.530273,60.529308,60.497898,60.360905,40.231606,40.24015,40.209564,40.089603
12633.573242,60.532089,60.53299,60.495815,60.344471,40.232311,40.241589,40.206757,40.070728
13584.115234,60.533783,60.531738,60.492294,60.317017,40.235851,40.247406,40.20126,40.042984
14606.174805,60.531246,60.527355,60.486385,60.283352,40.233326,40.250694,40.20031,40.012257
15705.133789,60.533539,60.528435,60.480694,60.247204,40.233212,40.246494,40.195038,39.972679
16886.777344,60.531555,60.526302,60.477436,60.191936,40.244659,40.250145,40.19698,39.921906
18157.328125,60.529518,60.530983,60.472172,60.121578,40.24057,40.252728,40.196861,39.851135
19523.474609,60.531078,60.533642,60.466484,60.035217,40.242237,40.254398,40.188538,39.756706
20992.408203,60.534031,60.535831,60.463211,59.893944,40.245602,40.256569,40.186226,39.626896
22571.863281,60.537712,60.532791,60.457951,59.723186,40.252144,40.259026,40.185101,39.45401
24270.154297,60.538364,60.542755,60.453724,59.472218,40.25259,40.261723,40.177349,39.203686
26096.226562,60.539536,60.540234,60.446682,59.112545,40.256035,40.267498,40.169216,38.859322
28059.689453,60.535419,60.53936,60.427002,58.642208,40.251747,40.265438,40.153816,38.374302
30170.880859,60.536331,60.538864,60.408951,58.006302,40.249142,40.265114,40.134911,37.736279
32440.919922,60.541325,60.541931,60.408581,57.198219,40.255253,40.272282,40.129211,36.930397
34881.753906,60.543846,60.546181,60.391964,56.195705,40.265297,40.275425,40.118912,35.918655
37506.234375,60.544754,60.549171,60.371342,54.991295,40.264683,40.278603,40.101212,34.713581
40328.179688,60.547371,60.546642,60.345337,53.625542,40.268318,40.282776,40.085674,33.344292
43362.445312,60.545662,60.544308,60.319031,52.10928,40.266632,40.27552,40.049206,31.830183
46625.007812,60.541111,60.542,60.280426,50.484901,40.257393,40.277565,40.014156,30.200739
50133.042969,60.534931,60.535774,60.233177,48.772556,40.256798,40.269588,39.962646,28.477884
53905.019531,60.541538,60.538181,60.17905,47.006691,40.262161,40.274353,39.909622,26.711983
57960.796875,60.537498,60.543369,60.110775,45.204803,40.261456,40.277725,39.837887,24.905909
62321.730469,60.537182,60.537197,60.015892,43.371418,40.258793,40.277477,39.736717,23.071993
67010.773438,60.534466,60.538841,59.880878,41.512005,40.256184,40.281216,39.604115,21.213747
72052.625000,60.534431,60.538555,59.697945,39.647434,40.257721,40.276306,39.421944,19.342463
77473.820312,60.536629,60.534588,59.439747,37.774334,40.259274,40.27718,39.165298,17.474957
83302.898438,60.533436,60.54274,59.09034,35.894508,40.260494,40.276398,38.818779,15.576501
89570.554688,60.536743,60.543812,58.6106,34.015751,40.265026,40.288349,38.333344,13.695803
96309.781250,60.53323,60.54591,57.978806,32.133087,40.261044,40.27837,37.692192,11.839344
103556.070312,60.531807,60.547741,57.154854,30.242744,40.261173,40.277996,36.872894,9.941477
111347.562500,60.536274,60.553005,56.131813,28.36137,40.264233,40.280182,35.849144,8.066986
119725.273438,60.541492,60.559586,54.918968,26.473295,40.265038,40.284058,34.637512,6.192718
128733.328125,60.545834,60.564854,53.539307,24.594688,40.264454,40.285332,33.257954,4.301313
138419.140625,60.550678,60.571678,52.014072,22.710392,40.260296,40.286629,31.73497,2.385501
148833.703125,60.554874,60.582668,50.378185,20.826111,40.259247,40.293171,30.093872,0.50233
160031.859375,60.555225,60.592014,48.665257,18.93449,40.262249,40.292465,28.388115,-1.31004
172072.546875,60.563564,60.595295,46.890732,17.061613,40.262722,40.295753,26.609173,-3.229727
185019.187500,60.56913,60.601654,45.08466,15.181639,40.269306,40.304436,24.810379,-5.051358
198939.906250,60.566475,60.605049,43.246704,13.292215,40.264572,40.299747,22.965736,-7.213643
213908.015625,60.574303,60.614655,41.395245,11.408869,40.264511,40.312809,21.105316,-9.051274
230002.312500,60.574329,60.618713,39.533504,9.533721,40.26498,40.31538,19.244427,-10.895669
247307.531250,60.57481,60.619843,37.657063,7.700825,40.266033,40.315639,17.359631,-12.302032
265914.781250,60.569386,60.623207,35.774273,5.786088,40.264595,40.314156,15.482316,-13.769824
285922.062500,60.571953,60.620422,33.888988,3.857058,40.268532,40.31826,13.614468,-16.61548
307434.656250,60.568237,60.62056,32.011185,2.023298,40.262962,40.320324,11.701318,-18.023764
330565.812500,60.56617,60.619686,30.119125,0.101739,40.264652,40.319519,9.843965,-20.186218
355437.375000,60.571358,60.622154,28.234209,-1.581588,40.262463,40.321888,7.942677,-22.34519
382180.250000,60.56496,60.61459,26.349207,-3.577049,40.263939,40.324593,6.017013,-24.236116
410935.250000,60.56052,60.599556,24.464411,-5.416516,40.259819,40.309574,4.187762,-24.038923
441853.750000,60.559494,60.574165,22.578501,-7.273756,40.258301,40.291088,2.328418,-24.511152
475098.531250,60.553574,60.534988,20.694429,-8.720479,40.251266,40.256451,0.403957,-29.513021
510844.656250,60.545963,60.466133,18.809198,-10.968842,40.254696,40.19294,-1.434422,-30.881365
549280.250000,60.535606,60.35397,16.931135,-12.20507,40.247612,40.084946,-3.311263,-33.879616
590607.750000,60.527954,60.169678,15.011904,-14.746362,40.244148,39.906071,-5.23448,-37.169041
635044.687500,60.512917,59.861275,13.161538,-15.893905,40.236492,39.611034,-7.071048,-38.380543
682825.062500,60.501545,59.393845,11.238134,-18.191738,40.230686,39.138664,-8.877645,-50.777901
734200.375000,60.480629,58.658627,9.338217,-18.200373,40.218864,38.42873,-10.911757,-42.993309
789441.125000,60.457676,57.623581,7.489905,-20.828939,40.198303,37.400101,-12.758278,-42.081875
848838.187500,60.422104,56.234955,5.62291,-19.776352,40.182289,36.024563,-14.777568,-50.428154
912704.187500,60.38596,54.509972,3.707811,-21.764042,40.163662,34.32267,-17.046265,-35.236691
981375.500000,60.346916,52.494667,1.832686,-23.059681,40.132244,32.337841,-19.600836,-36.455273
1055213.500000,60.29343,50.261482,-0.071477,-23.365019,40.095497,30.131895,-20.642027,-39.620361
1134607.125000,60.210239,47.873379,-2.025631,-26.131739,40.048096,27.776361,-22.853001,-45.695034
1219974.250000,60.111336,45.37207,-3.854466,-26.705626,39.985401,25.320091,-23.611353,-33.793842
1311764.250000,59.985859,42.787418,-5.992536,-29.233463,39.907413,22.792337,-23.749758,-43.501495
1410460.625000,59.83094,40.129547,-7.945486,-28.793388,39.805691,20.222626,-29.02993,-39.543095
1516582.750000,59.648415,37.412361,-9.675747,-27.09717,39.687805,17.597359,-27.883251,-49.175396
1630689.375000,59.420399,34.63731,-12.010127,-30.096527,39.531155,14.927509,-31.75351,-40.619698
1753381.375000,59.144138,31.811304,-13.312665,-32.921833,39.339237,12.197599,-31.901922,-48.261108
1885304.750000,58.806862,28.904745,-15.453719,-32.525684,39.103111,9.400289,-31.117393,-42.236935
2027153.750000,58.394794,25.922989,-16.742163,-31.166967,38.812645,6.5583,-38.760326,-44.46452
2179675.500000,57.907486,22.875828,-19.107693,-31.806019,38.472134,3.763229,-39.381111,-41.235912
2343673.000000,57.338303,19.718285,-20.060764,-31.288843,38.068016,0.767419,-36.081619,-38.20908
2520009.250000,56.662136,16.475515,-20.948496,-28.577591,37.604038,-2.233469,-39.686596,-36.829845
2709613.250000,55.9053,13.157578,-23.23778,-30.480598,37.070152,-5.440801,-42.816654,-39.713112
2913482.750000,55.046806,9.77312,-23.440397,-25.530264,36.47451,-8.428711,-40.547894,-43.478016
3132691.250000,54.093506,6.236338,-26.322426,-29.383425,35.825951,-11.672909,-43.936714,-43.180359
3368393.000000,53.052105,2.663521,-26.585602,-34.185524,35.116577,-15.078151,-55.06797,-43.71151
3621828.750000,51.918137,-0.954177,-28.390078,-29.612289,34.37072,-19.315411,-42.408566,-45.339546
3894332.750000,50.721619,-4.747948,-28.071651,-29.76561,33.577892,-21.239239,-52.228279,-39.304222
4187339.750000,49.452118,-8.625612,-28.177595,-32.095413,32.766666,-23.066841,-34.014679,-39.419533
4502392.500000,48.138836,-12.306852,-30.714773,-28.966431,31.918945,-29.369375,-39.901093,-43.162983
4841149.500000,46.765282,-15.770345,-28.486189,-31.918573,31.065243,-31.002098,-36.567295,-36.671528
5205394.500000,45.35498,-19.479704,-32.929455,-32.318691,30.201771,-34.534817,-41.067471,-42.729233
5597045.000000,43.919476,-23.631863,-31.959673,-30.731533,29.339384,-36.100292,-41.052048,-37.5093
6018163.000000,42.463661,-29.044601,-32.006489,-32.873043,28.484854,-37.861317,-38.384964,-38.306248
6470965.500000,40.991711,-32.871647,-35.167004,-31.208384,27.639149,-37.108852,-35.336277,-40.180347
6957837.000000,39.519787,-40.039383,-41.864044,-35.371349,26.815344,-48.536041,-32.478333,-52.31356
7481340.000000,38.054287,-45.178612,-37.783115,-40.057228,26.007504,-42.955532,-55.801426,-43.873524
8044231.500000,36.600864,-36.491661,-34.964912,-35.886692,25.23914,-53.863327,-35.822426,-47.261543
8649474.000000,35.166416,-49.12915,-35.409401,-30.037672,24.508123,-44.173447,-40.968369,-38.520008
9300255.000000,33.759739,-38.45417,-35.491528,-33.97221,23.82892,-52.034538,-41.925442,-36.427258
10000000.000000,32.386227,-45.522892,-36.511745,-56.472446,23.202517,-54.969791,-43.689579,-40.792915
