# LNAmplifier EEPROM Calibration Data
# Generated: 2025-12-20 11:51:34
# Point Count: 201
#
Frequency_Hz,Filter1_Gain_dB,Filter2_Gain_dB,Filter3_Gain_dB,Filter4_Gain_dB,Filter5_Gain_dB,Filter6_Gain_dB,Filter7_Gain_dB,Filter8_Gain_dB
28.516329,59.895679,59.895012,59.902992,59.886852,39.536774,39.539562,39.530251,39.539139
30.661879,59.969601,59.988438,59.971313,59.985039,39.611797,39.612507,39.607285,39.612911
32.968857,60.03233,60.063759,60.034184,60.042217,39.678253,39.67804,39.675468,39.680336
35.449413,60.101063,60.100212,60.111828,60.126076,39.738728,39.739689,39.732174,39.738422
38.116604,60.191814,60.130981,60.157391,60.154995,39.786945,39.790653,39.782131,39.7878
40.984474,60.190685,60.182106,60.209148,60.215206,39.834457,39.838001,39.829018,39.832981
44.068119,60.256058,60.241993,60.268177,60.235634,39.877163,39.876663,39.868137,39.87405
47.383774,60.275597,60.291836,60.298782,60.254272,39.909397,39.911224,39.90601,39.908424
50.948898,60.315498,60.302677,60.2952,60.319927,39.939671,39.941647,39.931545,39.937126
54.782261,60.360298,60.309452,60.337292,60.358025,39.96384,39.969257,39.960407,39.966599
58.904041,60.342812,60.355179,60.338852,60.386478,39.989113,39.991299,39.987167,39.989449
63.335945,60.380009,60.375374,60.390034,60.398952,40.011452,40.014729,40.00676,40.010345
68.101303,60.393101,60.393291,60.419373,60.407387,40.030678,40.03054,40.027142,40.029884
73.225197,60.427429,60.427116,60.411591,60.401897,40.047703,40.047871,40.041893,40.046017
78.734612,60.431446,60.411221,60.431629,60.452335,40.061333,40.060448,40.055351,40.059132
84.658554,60.46167,60.459568,60.437073,60.438751,40.071766,40.07383,40.067299,40.074581
91.028214,60.469223,60.444431,60.473522,60.43895,40.085114,40.082722,40.078403,40.082973
97.877113,60.472023,60.46587,60.46167,60.480549,40.093002,40.096783,40.088543,40.096397
105.241325,60.50182,60.485538,60.479156,60.458992,40.101421,40.103428,40.096767,40.102757
113.159615,60.46386,60.486126,60.463493,60.476967,40.10968,40.112358,40.104519,40.109676
121.673668,60.482258,60.495735,60.48209,60.495556,40.117584,40.116833,40.112076,40.116074
130.828323,60.504974,60.514648,60.456871,60.494007,40.121754,40.125385,40.117893,40.123493
140.671753,60.488232,60.48476,60.505211,60.502392,40.128548,40.128548,40.123924,40.127792
151.255814,60.498672,60.519917,60.497303,60.503387,40.13525,40.13229,40.127483,40.130753
162.636200,60.505791,60.515591,60.509609,60.517998,40.136211,40.13818,40.129448,40.136299
174.872833,60.498707,60.528091,60.531288,60.522865,40.140385,40.141132,40.135487,40.1413
188.030151,60.520092,60.508289,60.510288,60.523247,40.144085,40.145187,40.138523,40.144402
202.177414,60.516628,60.538609,60.523422,60.526291,40.146832,40.147224,40.141434,40.145992
217.389114,60.526653,60.51305,60.523113,60.511955,40.149734,40.149574,40.144459,40.147808
233.745331,60.532768,60.523117,60.532883,60.507462,40.149075,40.152107,40.146832,40.154995
251.332184,60.527851,60.52092,60.528286,60.519997,40.154568,40.153759,40.14941,40.153744
270.242249,60.518841,60.548878,60.51968,60.52507,40.154404,40.15646,40.151505,40.153824
290.575104,60.520725,60.539726,60.520931,60.543064,40.156433,40.158504,40.153381,40.156898
312.437775,60.541168,60.527679,60.51939,60.533703,40.159176,40.160954,40.153542,40.159035
335.945404,60.540871,60.53413,60.519829,60.52562,40.160275,40.16135,40.15659,40.15778
361.221710,60.540897,60.53751,60.527283,60.518688,40.161503,40.161106,40.157013,40.159927
388.399811,60.529667,60.525791,60.547325,60.537411,40.159866,40.163799,40.156761,40.161232
417.622742,60.532696,60.541634,60.542526,60.531902,40.163742,40.163967,40.157013,40.160496
449.044434,60.534393,60.546341,60.527794,60.553719,40.16378,40.166718,40.158047,40.163181
482.830231,60.545551,60.524189,60.535034,60.534866,40.164642,40.163414,40.159439,40.165897
519.158081,60.517628,60.56673,60.518665,60.540817,40.166431,40.166782,40.160744,40.163204
558.219177,60.527882,60.532028,60.543449,60.539341,40.166183,40.167477,40.161724,40.164593
600.219238,60.530937,60.53167,60.52158,60.525944,40.169102,40.168541,40.163158,40.162083
645.379333,60.524773,60.541599,60.538673,60.529087,40.166958,40.169842,40.162994,40.16552
693.937256,60.559582,60.54974,60.528793,60.53299,40.167625,40.169285,40.163059,40.167042
746.148621,60.547436,60.54488,60.523758,60.535995,40.167877,40.169552,40.163708,40.166965
802.288391,60.540482,60.549828,60.53854,60.538609,40.168865,40.169376,40.162529,40.166325
862.652039,60.570721,60.527691,60.529686,60.542553,40.170712,40.170067,40.162891,40.166981
927.557434,60.550919,60.548435,60.540871,60.549686,40.167896,40.169403,40.161957,40.165794
997.346252,60.538918,60.53511,60.5257,60.550392,40.170261,40.168919,40.163822,40.165863
1072.385864,60.542995,60.556984,60.544765,60.559303,40.168648,40.17086,40.164581,40.167614
1153.071533,60.533585,60.542439,60.535896,60.542461,40.169342,40.170414,40.162395,40.167274
1239.827881,60.542419,60.554058,60.542622,60.539288,40.168209,40.169048,40.16378,40.166901
1333.111694,60.560917,60.523369,60.533398,60.546825,40.16888,40.170742,40.162716,40.165501
1433.414185,60.55154,60.542614,60.523628,60.538086,40.169338,40.169827,40.16293,40.164936
1541.263306,60.559963,60.549511,60.553696,60.527763,40.169098,40.169827,40.163311,40.164234
1657.227051,60.541748,60.556759,60.55175,60.537304,40.167995,40.169544,40.164757,40.164104
1781.915649,60.521976,60.544914,60.525902,60.525757,40.168991,40.170315,40.162079,40.165291
1915.985840,60.525951,60.54422,60.523418,60.557426,40.168415,40.170444,40.162079,40.162907
2060.143311,60.551109,60.543964,60.52441,60.539722,40.167847,40.170006,40.163284,40.16267
2215.147217,60.529747,60.540951,60.51683,60.519096,40.169571,40.169556,40.163399,40.164043
2381.813477,60.546093,60.545895,60.528755,60.530762,40.166885,40.16787,40.161289,40.162258
2561.019531,60.550552,60.536072,60.547787,60.527134,40.16785,40.169682,40.162819,40.16272
2753.708984,60.544819,60.530048,60.515236,60.517174,40.168888,40.170418,40.161205,40.159447
2960.896240,60.548161,60.558132,60.538078,60.515881,40.169407,40.169231,40.161671,40.160263
3183.672363,60.512985,60.546284,60.54829,60.548042,40.179329,40.18177,40.171146,40.171432
3423.209717,60.525097,60.563599,60.536602,60.525169,40.184898,40.183636,40.172916,40.168949
3680.769775,60.536842,60.578239,60.546101,60.539215,40.181808,40.185566,40.172962,40.172989
3957.708496,60.536716,60.545815,60.537525,60.555111,40.182236,40.182076,40.173416,40.167042
4255.483887,60.553741,60.5149,60.556786,60.492199,40.182793,40.180668,40.170223,40.166557
4575.663574,60.536781,60.603123,60.534679,60.532543,40.178505,40.183308,40.172535,40.165386
4919.933594,60.564644,60.502476,60.510708,60.523201,40.182674,40.183605,40.172531,40.165497
5290.106445,60.531891,60.539581,60.533489,60.492931,40.184673,40.181362,40.171665,40.160591
5688.130371,60.5452,60.548862,60.524803,60.49995,40.186935,40.181343,40.171722,40.162949
6116.101562,60.544914,60.490841,60.51276,60.520046,40.185013,40.182396,40.171894,40.159252
6576.273438,60.531338,60.572346,60.486904,60.486252,40.18029,40.181946,40.165924,40.155663
7071.067871,60.506001,60.566788,60.517681,60.500053,40.185539,40.179428,40.167667,40.153557
7603.090332,60.537411,60.540577,60.497032,60.491505,40.17738,40.183052,40.167828,40.153996
8175.142090,60.521698,60.549728,60.525429,60.476791,40.181595,40.184666,40.165108,40.145123
8790.234375,60.507397,60.494465,60.500671,60.480644,40.18153,40.182358,40.163345,40.141857
9451.605469,60.505562,60.525112,60.503883,60.519199,40.184212,40.179501,40.162663,40.141609
10162.738281,60.555126,60.505154,60.508774,60.457008,40.180889,40.184101,40.161148,40.131023
10927.375977,60.54187,60.514637,60.495789,60.451813,40.18042,40.181396,40.162502,40.122932
11749.544922,60.528988,60.54192,60.496819,60.429264,40.18256,40.179489,40.157516,40.115467
12633.573242,60.541843,60.522644,60.476196,60.429596,40.178093,40.178108,40.154804,40.101215
13584.115234,60.518517,60.518429,60.511059,60.402248,40.18182,40.180298,40.156757,40.088772
14606.174805,60.553532,60.525932,60.50906,60.388191,40.179726,40.180908,40.151234,40.065887
15705.133789,60.506916,60.504372,60.479336,60.388374,40.180851,40.18087,40.153496,40.03167
16886.777344,60.486885,60.524979,60.476345,60.341705,40.183002,40.179703,40.146057,39.992607
18157.328125,60.516521,60.514305,60.482468,60.252621,40.183811,40.182552,40.144215,39.924778
19523.474609,60.527458,60.527676,60.486324,60.214169,40.181534,40.18082,40.133755,39.836109
20992.408203,60.527122,60.514473,60.481522,60.04916,40.176933,40.184341,40.133671,39.707047
22571.863281,60.49786,60.508492,60.463943,59.835155,40.181793,40.179913,40.128136,39.518837
24270.154297,60.525097,60.500725,60.469608,59.604301,40.183018,40.182014,40.121395,39.251717
26096.226562,60.498238,60.542027,60.441879,59.214104,40.181477,40.181335,40.119415,38.876049
28059.689453,60.499672,60.519669,60.407501,58.666309,40.183323,40.180725,40.10791,38.351303
30170.880859,60.48513,60.542866,60.446522,58.014374,40.183033,40.182461,40.099884,37.665813
32440.919922,60.493191,60.535091,60.426743,57.124321,40.181396,40.182606,40.091148,36.787258
34881.753906,60.495365,60.493427,60.423374,56.06263,40.180588,40.185394,40.082226,35.71711
37506.234375,60.480175,60.536758,60.403202,54.797569,40.181427,40.182365,40.063931,34.45776
40328.179688,60.550079,60.50803,60.369999,53.391907,40.182407,40.182709,40.049053,33.038727
43362.445312,60.529964,60.493423,60.377552,51.831749,40.182095,40.184502,40.025894,31.490612
46625.007812,60.515533,60.49398,60.32338,50.184368,40.183094,40.189346,40.002151,29.848709
50133.042969,60.508583,60.523544,60.333103,48.460354,40.184547,40.18327,39.96785,28.123316
53905.019531,60.486431,60.483994,60.252205,46.713566,40.181206,40.185452,39.919632,26.358091
57960.796875,60.497528,60.486561,60.176315,44.879436,40.183987,40.187954,39.859341,24.557226
62321.730469,60.492081,60.507343,60.107407,43.082958,40.183979,40.187252,39.761288,22.725016
67010.773438,60.539978,60.511776,59.966827,41.239334,40.189613,40.188961,39.635975,20.879814
72052.625000,60.496605,60.496563,59.816029,39.363113,40.184151,40.182518,39.452362,19.028044
77473.820312,60.506557,60.488358,59.523056,37.506977,40.186142,40.184326,39.190563,17.164928
83302.898438,60.483189,60.489918,59.14484,35.637756,40.190208,40.185883,38.820835,15.289673
89570.554688,60.489326,60.531097,58.67226,33.749313,40.186367,40.189625,38.315571,13.421083
96309.781250,60.482899,60.51836,58.026642,31.847054,40.18705,40.188816,37.642979,11.545798
103556.070312,60.498123,60.477341,57.131512,29.988649,40.192558,40.187279,36.773781,9.669987
111347.562500,60.523273,60.513317,56.02457,28.141203,40.190029,40.191864,35.706524,7.78928
119725.273438,60.516418,60.535225,54.805988,26.235191,40.188358,40.1884,34.446453,5.902287
128733.328125,60.525501,60.515522,53.362534,24.383713,40.190353,40.190128,33.028587,4.044412
138419.140625,60.501759,60.489571,51.802219,22.487585,40.186386,40.188934,31.468,2.141958
148833.703125,60.521282,60.529598,50.146767,20.597631,40.193905,40.191517,29.805378,0.270453
160031.859375,60.511745,60.573486,48.428345,18.758083,40.196632,40.190182,28.076302,-1.599724
172072.546875,60.564465,60.527466,46.633663,16.84313,40.193165,40.193127,26.292238,-3.490177
185019.187500,60.538059,60.550526,44.792061,14.937934,40.188862,40.187893,24.470335,-5.379359
198939.906250,60.505756,60.536476,42.94751,13.109613,40.198997,40.18985,22.627926,-7.199012
213908.015625,60.548737,60.558094,41.114544,11.24966,40.200756,40.195724,20.779621,-9.146013
230002.312500,60.519032,60.563026,39.222466,9.371673,40.197075,40.189617,18.90995,-10.965622
247307.531250,60.530048,60.506329,37.350014,7.463752,40.199486,40.189034,17.036978,-12.801243
265914.781250,60.544502,60.530483,35.493656,5.544347,40.197277,40.181896,15.161112,-14.619548
285922.062500,60.525295,60.537556,33.56884,3.545954,40.200569,40.186497,13.286624,-16.555275
307434.656250,60.505878,60.494522,31.717478,1.708488,40.199776,40.177105,11.401865,-18.469254
330565.812500,60.56424,60.471512,29.822979,-0.125107,40.200294,40.170654,9.526781,-20.387131
355437.375000,60.561993,60.513756,27.962173,-2.042583,40.20005,40.156139,7.6371,-22.525854
382180.250000,60.557415,60.482742,26.042992,-3.6847,40.202953,40.143158,5.76076,-24.187916
410935.250000,60.530762,60.459061,24.201099,-5.74074,40.20166,40.122883,3.882084,-25.649422
441853.750000,60.508503,60.40126,22.298735,-7.44427,40.200844,40.089092,1.99638,-26.973339
475098.531250,60.527222,60.316879,20.421503,-9.201954,40.199726,40.039963,0.134179,-28.923332
510844.656250,60.524109,60.286102,18.524057,-11.058261,40.194317,39.966793,-1.771503,-31.43784
549280.250000,60.503067,60.111317,16.614695,-12.111604,40.192688,39.841976,-3.68354,-33.564362
590607.750000,60.501865,59.943764,14.78237,-15.202664,40.190605,39.650761,-5.480581,-34.935265
635044.687500,60.50502,59.62014,12.91191,-15.812766,40.181622,39.352112,-7.392728,-37.878204
682825.062500,60.454445,59.193504,11.006553,-16.149368,40.177441,38.884407,-9.245584,-37.926769
734200.375000,60.423721,58.4519,9.164192,-20.010807,40.168365,38.17794,-11.128839,-37.275887
789441.125000,60.399399,57.411179,7.309578,-18.928659,40.151688,37.168938,-13.184131,-40.556877
848838.187500,60.401691,56.050812,5.332739,-19.111708,40.133636,35.811543,-14.92609,-41.409046
912704.187500,60.32933,54.337734,3.401262,-21.23349,40.112335,34.121243,-16.810442,-39.541821
981375.500000,60.307838,52.326088,1.718132,-23.328367,40.08622,32.136799,-18.591141,-40.968399
1055213.500000,60.210003,50.064201,-0.49775,-25.319752,40.043793,29.938299,-20.410618,-40.746124
1134607.125000,60.134632,47.716713,-2.297414,-26.456861,39.997612,27.586777,-22.487411,-43.25832
1219974.250000,59.999535,45.189655,-4.55638,-29.862598,39.93227,25.126818,-23.926285,-40.16708
1311764.250000,59.870808,42.617123,-5.417506,-29.473974,39.854008,22.587532,-26.456318,-52.509533
1410460.625000,59.726273,39.929253,-8.274464,-21.408802,39.750748,19.992081,-28.126377,-47.755787
1516582.750000,59.472366,37.192795,-9.807027,-37.472313,39.621662,17.357563,-30.558809,-54.86565
1630689.375000,59.223152,34.4673,-12.416036,-27.860361,39.455002,14.673688,-32.819118,-47.689964
1753381.375000,58.914265,31.58894,-14.003197,-29.406477,39.254227,11.932398,-33.768898,-52.70097
1885304.750000,58.58865,28.646185,-15.595261,-27.445442,39.009651,9.14546,-35.699009,-42.042439
2027153.750000,58.099167,25.662655,-17.577627,-32.304733,38.712753,6.307529,-36.282856,-48.724041
2179675.500000,57.572338,22.6092,-19.711575,-27.208735,38.358868,3.423732,-37.702438,-65.078476
2343673.000000,56.956474,19.468647,-21.140491,-32.757671,37.937943,0.428516,-39.067551,-49.246704
2520009.250000,56.205338,16.179775,-21.784426,-31.201468,37.455391,-2.593967,-40.801811,-46.591465
2709613.250000,55.399105,12.785901,-30.15053,-25.319302,36.909397,-5.640502,-38.352592,-45.520679
2913482.750000,54.51646,9.348205,-24.041792,-27.844898,36.300606,-8.748814,-42.946312,-44.282429
3132691.250000,53.513195,5.929206,-27.302315,-23.756741,35.633854,-11.984879,-40.980515,-43.574898
3368393.000000,52.445358,2.484694,-26.237587,-24.470888,34.915802,-15.335202,-42.155628,-47.267048
3621828.750000,51.30901,-1.384987,-25.263142,-33.242615,34.153584,-18.334852,-46.744385,-47.158195
3894332.750000,50.113426,-5.211274,-43.003487,-31.790627,33.356487,-22.03145,-47.066902,-45.833416
4187339.750000,48.7878,-8.742094,-29.979612,-26.916538,32.524956,-24.665091,-43.91227,-49.944294
4502392.500000,47.487503,-12.836182,-28.409088,-29.483641,31.678698,-28.717659,-48.013981,-52.201073
4841149.500000,46.125973,-16.886063,-29.156038,-39.558689,30.81554,-32.013844,-46.985882,-44.256481
5205394.500000,44.733082,-21.16618,-29.915575,-32.722652,29.948238,-35.076111,-43.368809,-58.408428
5597045.000000,43.348679,-22.508867,-45.355473,-34.014359,29.084822,-39.654778,-45.922398,-54.3745
6018163.000000,41.916794,-28.020851,-22.930138,-39.237278,28.226267,-42.334991,-43.848839,-44.793488
6470965.500000,40.466911,-29.229677,-24.64871,-29.24276,27.381577,-44.196293,-45.218124,-40.237522
6957837.000000,39.043678,-31.60413,-29.573095,-27.404799,26.554729,-52.627316,-42.57106,-45.605869
7481340.000000,37.592018,-44.651356,-35.408634,-26.21756,25.755903,-58.707157,-47.99902,-48.3437
8044231.500000,36.208324,-36.34259,-31.939957,-37.062023,24.990381,-52.231388,-42.610008,-43.297302
8649474.000000,34.766029,-32.492653,-38.646767,-45.427963,24.25948,-57.435429,-46.702446,-47.538342
9300255.000000,33.40913,-34.868477,-35.8531,-30.709532,23.580519,-54.926186,-46.836369,-46.4879
10000000.000000,32.046825,-38.707733,-52.624557,-35.946903,22.963326,-55.461895,-42.973351,-44.669678
