# LNAmplifier EEPROM Calibration Data
# Generated: 2025-12-20 17:48:58
# Point Count: 201
#
Frequency_Hz,Filter1_Gain_dB,Filter2_Gain_dB,Filter3_Gain_dB,Filter4_Gain_dB,Filter5_Gain_dB,Filter6_Gain_dB,Filter7_Gain_dB,Filter8_Gain_dB
1915.985840,60.547478,60.543747,60.524513,60.522644,30.130257,30.130728,30.124424,30.124384
2060.143311,60.542572,60.544743,60.540337,60.526218,30.130325,30.131952,30.125423,30.126797
2215.147217,60.546574,60.538445,60.546211,60.531521,30.132238,30.13183,30.124704,30.1264
2381.813477,60.5355,60.534847,60.535839,60.532925,30.129414,30.131676,30.123587,30.125273
2561.019531,60.537514,60.529377,60.533916,60.525574,30.132711,30.131536,30.123474,30.124516
2753.708984,60.539963,60.550423,60.526848,60.532864,30.132418,30.131367,30.124622,30.123188
2960.896240,60.545273,60.528568,60.524559,60.522362,30.131296,30.132116,30.122889,30.122549
3183.672363,60.54726,60.533699,60.555813,60.501877,30.142061,30.144058,30.133682,30.130512
3423.209717,60.555611,60.576466,60.489849,60.52829,30.141962,30.144325,30.132257,30.13348
3680.769775,60.561554,60.558407,60.530251,60.517139,30.143448,30.145218,30.136766,30.131998
3957.708496,60.537846,60.575661,60.548935,60.568745,30.143902,30.141459,30.13002,30.12941
4255.483887,60.513981,60.554268,60.535793,60.532356,30.144621,30.142319,30.133003,30.131073
4575.663574,60.573471,60.556683,60.556622,60.554928,30.142744,30.146416,30.131626,30.127619
4919.933594,60.559544,60.539669,60.52401,60.506939,30.145708,30.141798,30.133184,30.123323
5290.106445,60.538929,60.563091,60.541828,60.536152,30.140451,30.145937,30.133425,30.127554
5688.130371,60.539696,60.517826,60.55872,60.491924,30.142756,30.142363,30.134109,30.121752
6116.101562,60.524483,60.534389,60.513515,60.497414,30.144053,30.141832,30.132048,30.120632
6576.273438,60.513645,60.563087,60.49683,60.50774,30.142292,30.141718,30.131868,30.118555
7071.067871,60.545147,60.538139,60.561718,60.477097,30.14344,30.141809,30.129604,30.117853
7603.090332,60.525238,60.526306,60.528385,60.479317,30.145405,30.145624,30.129076,30.115738
8175.142090,60.521511,60.534908,60.488037,60.456501,30.139946,30.140997,30.126314,30.11194
8790.234375,60.550148,60.510902,60.503605,60.477123,30.143318,30.142149,30.123617,30.105505
9451.605469,60.540539,60.527245,60.502075,60.492649,30.14327,30.145397,30.126095,30.100914
10162.738281,60.554028,60.524937,60.530159,60.452393,30.140739,30.142822,30.12373,30.099997
10927.375977,60.507069,60.495483,60.486702,60.435913,30.142508,30.145512,30.122087,30.088409
11749.544922,60.520786,60.521351,60.521915,60.456127,30.14255,30.142536,30.116869,30.082251
12633.573242,60.490051,60.531784,60.507294,60.453003,30.143188,30.142281,30.11681,30.070009
13584.115234,60.55138,60.515415,60.489777,60.415596,30.144108,30.144974,30.116423,30.054699
14606.174805,60.504375,60.548225,60.490974,60.399925,30.144663,30.145079,30.111946,30.03513
15705.133789,60.544949,60.510586,60.514084,60.355427,30.14159,30.147026,30.113146,30.004255
16886.777344,60.501575,60.543812,60.459438,60.33292,30.141775,30.144451,30.105488,29.958784
18157.328125,60.519913,60.513,60.456543,60.26318,30.144463,30.14563,30.105543,29.893866
19523.474609,60.538212,60.505421,60.48177,60.161385,30.138626,30.143908,30.100832,29.805304
20992.408203,60.472553,60.497311,60.44022,60.04435,30.142391,30.143543,30.095251,29.679958
22571.863281,60.52039,60.54401,60.416618,59.894894,30.142124,30.147297,30.094019,29.49263
24270.154297,60.51635,60.50948,60.450539,59.56337,30.146627,30.144005,30.087025,29.222507
26096.226562,60.503746,60.499474,60.443687,59.193119,30.146872,30.142719,30.080458,28.844517
28059.689453,60.479813,60.47398,60.429821,58.715199,30.148321,30.146006,30.073267,28.316158
30170.880859,60.522034,60.507069,60.429462,58.031406,30.140322,30.145163,30.063541,27.633774
32440.919922,60.502071,60.518383,60.447559,57.167046,30.146049,30.146435,30.056282,26.748455
34881.753906,60.506847,60.50668,60.440842,56.06448,30.146019,30.146347,30.043226,25.679678
37506.234375,60.51833,60.532997,60.37402,54.783955,30.148197,30.14666,30.029205,24.421402
40328.179688,60.561707,60.514851,60.324963,53.400036,30.145784,30.147324,30.011669,22.998819
43362.445312,60.512611,60.488911,60.37302,51.838573,30.143883,30.147524,29.988741,21.461746
46625.007812,60.492348,60.49527,60.343002,50.193024,30.152906,30.14723,29.965261,19.812368
50133.042969,60.480503,60.478058,60.258133,48.450291,30.144104,30.152576,29.924276,18.093824
53905.019531,60.509491,60.528965,60.239815,46.690479,30.147335,30.151876,29.878006,16.326384
57960.796875,60.531525,60.500782,60.176941,44.885277,30.150669,30.147671,29.817596,14.519486
62321.730469,60.513073,60.546883,60.041225,43.038147,30.150988,30.148615,29.726509,12.69024
67010.773438,60.507782,60.512711,59.971268,41.228207,30.146851,30.150673,29.595905,10.843328
72052.625000,60.515865,60.508141,59.782867,39.310432,30.147461,30.149691,29.410959,8.995729
77473.820312,60.500324,60.492023,59.527893,37.50671,30.153921,30.151987,29.151279,7.136888
83302.898438,60.490707,60.535824,59.165131,35.629559,30.152491,30.148432,28.779551,5.261695
89570.554688,60.510117,60.514511,58.701115,33.765076,30.146193,30.148468,28.278431,3.406217
96309.781250,60.512672,60.486092,57.967678,31.885996,30.151476,30.151722,27.59877,1.511922
103556.070312,60.515659,60.506435,57.142502,30.028715,30.152563,30.153513,26.730055,-0.351343
111347.562500,60.504803,60.507492,56.040398,28.11986,30.154894,30.155682,25.662697,-2.214067
119725.273438,60.51141,60.52544,54.801491,26.273962,30.15621,30.151541,24.402908,-4.128526
128733.328125,60.511517,60.476299,53.379181,24.36389,30.154716,30.150711,22.980555,-5.996704
138419.140625,60.482403,60.519562,51.812103,22.48501,30.153202,30.151913,21.421469,-7.850407
148833.703125,60.526325,60.536545,50.150959,20.580742,30.157137,30.155893,19.764555,-9.660873
160031.859375,60.511261,60.525879,48.412506,18.77751,30.154438,30.153126,18.034218,-11.615257
172072.546875,60.536411,60.516109,46.626453,16.905951,30.160265,30.152067,16.249653,-13.479009
185019.187500,60.497215,60.570744,44.788147,15.011267,30.157064,30.152298,14.429945,-15.286278
198939.906250,60.508224,60.564484,42.949474,13.033835,30.158857,30.154221,12.590933,-17.347136
213908.015625,60.589909,60.561852,41.079987,11.29654,30.156895,30.156494,10.723402,-19.245375
230002.312500,60.513084,60.578583,39.2215,9.36924,30.159546,30.154202,8.86429,-21.011496
247307.531250,60.532688,60.561371,37.370358,7.568474,30.160007,30.148508,6.99153,-22.873989
265914.781250,60.553303,60.544617,35.475052,5.580185,30.157507,30.145767,5.116311,-24.650465
285922.062500,60.581554,60.470753,33.577999,3.774792,30.165016,30.143398,3.238778,-26.777252
307434.656250,60.542713,60.52528,31.723028,1.790904,30.161379,30.135933,1.357848,-28.692184
330565.812500,60.545277,60.507519,29.878754,-0.105137,30.165392,30.131027,-0.513489,-30.428238
355437.375000,60.579285,60.497074,27.951818,-1.695243,30.16017,30.119804,-2.396255,-32.269543
382180.250000,60.561218,60.505508,26.083977,-3.774953,30.161005,30.104193,-4.287602,-33.655167
410935.250000,60.544067,60.466896,24.144514,-5.431468,30.163757,30.083006,-6.180818,-36.16988
441853.750000,60.529648,60.396786,22.328722,-7.186751,30.159992,30.047054,-8.017558,-38.24255
475098.531250,60.514992,60.333237,20.463493,-9.17953,30.157888,29.998535,-9.921334,-41.46946
510844.656250,60.507984,60.281906,18.549585,-10.903741,30.159245,29.924484,-11.813226,-46.968224
549280.250000,60.567837,60.116505,16.651133,-12.49769,30.15638,29.805178,-13.709366,-40.076843
590607.750000,60.521801,59.956593,14.757788,-14.335222,30.150013,29.617815,-15.769801,-44.758038
635044.687500,60.494591,59.647354,12.855282,-15.837935,30.145905,29.3127,-17.295792,-46.60648
682825.062500,60.462135,59.193146,10.946012,-16.033524,30.137911,28.845247,-19.340492,-54.85759
734200.375000,60.460472,58.457066,9.087164,-21.324232,30.126507,28.142776,-21.103081,-46.123966
789441.125000,60.438675,57.410622,7.188838,-18.924831,30.108917,27.131397,-22.706938,-46.098286
848838.187500,60.378399,56.075157,5.492296,-18.102077,30.094217,25.776871,-25.194885,-43.511806
912704.187500,60.328556,54.336052,3.376976,-19.527786,30.068186,24.081352,-26.440062,-62.923462
981375.500000,60.279953,52.31329,1.449223,-21.683901,30.041897,22.102081,-28.040916,-57.682072
1055213.500000,60.217522,50.111305,-0.564486,-25.787724,30.006628,19.899225,-30.546469,-52.156311
1134607.125000,60.163944,47.754177,-2.626089,-29.930653,29.957317,17.54096,-32.769642,-60.096981
1219974.250000,60.083004,45.229946,-4.0442,-29.281982,29.888708,15.084907,-33.826614,-49.696217
1311764.250000,59.920872,42.609066,-6.454601,-22.85853,29.807283,12.554072,-36.600307,-64.0
1410460.625000,59.737255,39.973763,-7.675314,-24.266209,29.706318,9.962202,-38.336174,-47.991096
1516582.750000,59.580605,37.257763,-9.94324,-27.88069,29.57715,7.310514,-40.185642,-47.917637
1630689.375000,59.290916,34.459473,-12.483473,-23.868147,29.414642,4.646455,-42.210522,-44.677368
1753381.375000,58.991364,31.632174,-14.634958,-24.136724,29.214811,1.916225,-42.906364,-52.556458
1885304.750000,58.648338,28.738701,-15.610057,-33.851273,28.965088,-0.9044,-42.691303,-53.620445
2027153.750000,58.180183,25.76473,-17.521875,-23.212751,28.663862,-3.741489,-42.508926,-71.77433
2179675.500000,57.673943,22.723072,-16.58424,-27.167107,28.310118,-6.581599,-45.485153,-48.401703
2343673.000000,57.092171,19.563795,-20.207087,-31.549324,27.891481,-9.58941,-68.051155,-43.571259
2520009.250000,56.346928,16.316908,-26.342669,-33.418152,27.407328,-12.615449,-45.32486,-51.035381
2709613.250000,55.563175,12.948944,-21.664642,-29.288897,26.860983,-15.772765,-52.104755,-53.362949
2913482.750000,54.627895,9.593451,-29.246262,-34.571152,26.246954,-18.825054,-51.66819,-50.365128
3132691.250000,53.698689,6.026136,-23.718292,-30.71772,25.576668,-21.959112,-50.194859,-57.505741
3368393.000000,52.619442,2.312232,-28.245636,-23.899755,24.858866,-25.325693,-55.943653,-45.961105
3621828.750000,51.484085,-1.278931,-23.305887,-27.507799,24.089869,-28.692024,-58.587894,-44.400101
3894332.750000,50.264286,-5.439675,-31.899328,-28.652187,23.289715,-31.477215,-46.676216,-56.36763
4187339.750000,49.019394,-8.865479,-25.513704,-24.942904,22.449497,-35.110439,-47.34053,-48.411442
4502392.500000,47.682354,-12.56311,-29.752445,-24.694263,21.602488,-37.245468,-62.334728,-51.390064
4841149.500000,46.311596,-15.622169,-24.913933,-33.839203,20.726946,-40.327473,-59.882668,-43.958702
5205394.500000,44.916397,-20.857483,-24.800886,-27.930918,19.855547,-40.888611,-44.871227,-55.27438
5597045.000000,43.497906,-24.75684,-30.344772,-28.205284,18.977396,-44.374695,-66.045807,-55.688892
6018163.000000,42.043217,-25.967495,-33.336594,-31.203684,18.105516,-45.284451,-55.818127,-55.245983
6470965.500000,40.557217,-32.726425,-30.686949,-38.361633,17.244806,-47.762478,-49.423046,-45.56105
6957837.000000,39.115894,-33.914001,-31.267511,-30.022623,16.405668,-57.058712,-48.426716,-52.683884
7481340.000000,37.655922,-31.832771,-31.143684,-33.979126,15.583066,-48.071518,-53.412987,-49.373852
8044231.500000,36.193657,-35.340279,-29.208733,-29.047684,14.797478,-53.199104,-45.991726,-57.299236
8649474.000000,34.766911,-32.128357,-28.164383,-29.486893,14.047391,-57.989624,-47.473446,-52.567768
9300255.000000,33.274479,-39.881691,-35.5821,-30.832638,13.332361,-55.07185,-51.331207,-47.283894
10000000.000000,31.876032,-41.617233,-29.611629,-29.026075,12.681149,-51.625114,-48.858257,-49.456619
