# LNAmplifier EEPROM Calibration Data
# Generated: 2026-02-03 20:46:58
# Point Count: 201
#
Frequency_Hz,Filter1_Gain_dB,Filter2_Gain_dB,Filter3_Gain_dB,Filter4_Gain_dB,Filter5_Gain_dB,Filter6_Gain_dB,Filter7_Gain_dB,Filter8_Gain_dB
2913482.750000,54.716026,9.526077,-25.422928,-23.761797,41.405441,-3.738043,-36.503868,-44.926624
3132691.250000,53.712139,6.077363,-29.177084,-26.37327,40.771812,-6.904184,-39.491272,-45.156258
3368393.000000,52.708744,2.294732,-23.454922,-30.277037,40.08725,-10.079018,-41.031841,-44.223221
3621828.750000,51.578072,-0.819943,-26.23167,-24.504124,39.353333,-13.401419,-41.112556,-39.56974
3894332.750000,50.416183,-4.427436,-24.447695,-31.242456,38.582054,-16.491577,-39.498676,-42.394264
4187339.750000,49.221672,-8.72246,-23.569822,-30.779558,37.776646,-19.700741,-39.6427,-43.491074
4502392.500000,47.921764,-12.065145,-29.380213,-31.684128,36.946934,-23.259827,-45.044033,-40.462288
4841149.500000,46.651554,-16.304031,-29.684185,-25.853111,36.106735,-27.342306,-41.977604,-42.147968
5205394.500000,45.30632,-20.502089,-28.5369,-28.261782,35.258541,-29.374798,-39.583935,-39.573936
5597045.000000,43.971897,-24.727739,-33.30587,-32.460346,34.405289,-32.164433,-43.696774,-38.120964
6018163.000000,42.563202,-29.918461,-26.624884,-32.75618,33.560238,-36.817413,-40.986343,-41.773464
6470965.500000,41.19381,-26.800272,-26.238276,-35.234016,32.720322,-38.701385,-42.828342,-41.08115
6957837.000000,39.858253,-34.446671,-49.76543,-29.290598,31.904737,-46.179691,-43.682816,-42.762741
7481340.000000,38.479256,-34.842052,-29.190798,-39.048492,31.108702,-44.818832,-39.361835,-43.119766
8044231.500000,37.144306,-36.534012,-40.478985,-32.218307,30.343733,-45.23151,-40.403564,-40.559334
8649474.000000,35.807014,-34.506886,-27.122946,-37.289246,29.614346,-61.761581,-43.46693,-44.722485
9300255.000000,34.457306,-38.105,-30.198109,-35.747269,28.934658,-52.469761,-40.83353,-44.588974
10000000.000000,33.194069,-33.680676,-36.872757,-32.328304,28.30588,-52.687489,-41.533264,-40.694252
