# LNAmplifier EEPROM Calibration Data
# Generated: 2025-11-20 20:44:37
# Point Count: 201
#
Frequency_Hz,Filter1_Gain_dB,Filter2_Gain_dB,Filter3_Gain_dB
2691534.750000,6.506567,-29.156975,-41.6796
2884031.500000,3.088264,-37.761528,-39.438683
3090295.500000,-0.422863,-34.556095,-39.63586
3311311.250000,-4.032921,-41.246964,-35.175072
3548134.000000,-7.591537,-34.586262,-37.553261
3801894.000000,-11.325126,-36.845699,-37.981339
4073802.750000,-14.682467,-40.965569,-34.130909
4365158.500000,-18.357687,-37.977444,-34.590412
4677351.500000,-21.379349,-48.970531,-44.526974
5011872.500000,-26.740719,-37.194778,-39.690132
5370318.000000,-30.274576,-40.059254,-34.577656
5754399.500000,-37.210072,-35.832214,-51.710407
6165950.000000,-35.257843,-42.115356,-32.507439
6606934.500000,-39.219845,-41.479877,-36.584431
7079458.000000,-37.213017,-44.252754,-38.884678
7585776.000000,-45.541916,-40.155159,-44.058811
8128305.000000,-41.021168,-35.411896,-38.421406
8709636.000000,-45.099773,-47.079319,-40.884594
9332543.000000,-41.22237,-40.990833,-40.773506
10000000.000000,-44.082439,-39.418663,-50.145035
