# LTPowerAnalyzer Input Noise Density Measurement
# Generated: 2025-10-24 12:55:29
# Sample Frequency: 5.0 MHz
# FFT Averages: 16
# Sample Size: 4194304 points
# FFT Bin Size: 1.19 Hz
# Total Test Frequencies: 401
# Unique Data Points: 378
#
frequency,input_noise_density
298.0232238769531,1.4712339986629687e-06
307.5599670410156,1.4676463001871693e-06
315.9046173095703,2.117635743555249e-06
325.4413604736328,1.3747846314618009e-06
334.9781036376953,1.4213109553440085e-06
344.5148468017578,1.6680844316867963e-06
355.2436828613281,2.2282868727722426e-06
364.7804260253906,1.6439635810373937e-06
375.50926208496094,1.5224175547859866e-06
386.23809814453125,1.6327633235801692e-06
398.1590270996094,2.0461983138679184e-06
410.0799560546875,1.6911804639920219e-06
422.0008850097656,1.3539812233523314e-06
433.92181396484375,1.700206490857042e-06
447.0348358154297,1.5014081425986785e-06
460.1478576660156,1.5978163513332415e-06
473.26087951660156,1.6380563799985573e-06
486.3739013671875,1.469420756867318e-06
500.67901611328125,1.615902953835472e-06
516.1762237548828,1.7154518699307773e-06
530.4813385009766,1.589793839578176e-06
545.9785461425781,1.988602633976852e-06
562.6678466796875,1.3174545968053254e-06
579.3571472167969,1.5878869784274455e-06
596.0464477539062,1.5082994206736155e-06
612.7357482910156,1.7265290148303533e-06
630.6171417236328,1.295491219084678e-06
649.6906280517578,1.7197605102430474e-06
668.7641143798828,1.6395588046817751e-06
687.8376007080078,1.6436290737356434e-06
708.1031799316406,1.1403791280306588e-06
728.3687591552734,1.8371318700550836e-06
749.8264312744141,1.202238725221261e-06
771.2841033935547,1.6864416223289131e-06
793.9338684082031,1.6224941945818164e-06
817.7757263183594,1.5454331484945483e-06
841.6175842285156,1.8917761200622205e-06
865.4594421386719,1.6796654726349421e-06
891.6854858398438,1.7661750471412698e-06
916.7194366455078,1.5917564845574572e-06
944.1375732421875,1.5251196261100853e-06
971.5557098388672,1.4747469873022045e-06
1000.1659393310547,2.2792736187236657e-06
1028.7761688232422,1.678286925348662e-06
1059.7705841064453,1.526621903658268e-06
1090.7649993896484,1.5745271399039248e-06
1121.7594146728516,1.5092197996723945e-06
1155.1380157470703,1.324542742998878e-06
1188.516616821289,1.4919221317249204e-06
1223.0873107910156,1.526293158503013e-06
1258.85009765625,1.4245216156805614e-06
1295.8049774169922,1.323681297970665e-06
1333.9519500732422,1.978123417737555e-06
1372.0989227294922,1.6806434136457935e-06
1412.6300811767578,1.456399519091159e-06
1454.3533325195312,1.3749185242366623e-06
1496.0765838623047,1.5572028570575273e-06
1540.1840209960938,1.5289749727064284e-06
1585.4835510253906,1.7639208622693582e-06
1630.7830810546875,1.4630906440467263e-06
1678.466796875,1.9853760485643747e-06
1727.3426055908203,1.8160019792109806e-06
1778.6026000976562,1.5527615096811975e-06
1829.8625946044922,1.6138619090669818e-06
1883.5067749023438,1.1955615627716088e-06
1938.3430480957031,1.3966986477975675e-06
1995.5635070800781,1.4639784531231772e-06
2053.976058959961,1.241163185777135e-06
2113.5807037353516,1.7788037080490812e-06
2175.569534301758,1.5725461099872246e-06
2238.750457763672,1.3337644368970682e-06
2304.3155670166016,1.380961435294549e-06
2371.072769165039,1.6221493422364496e-06
2440.214157104492,1.4969403188967643e-06
2511.739730834961,1.4839523675065714e-06
2585.6494903564453,1.7400183457190332e-06
2660.7513427734375,1.5740028167680631e-06
2738.2373809814453,1.5755407541803443e-06
2818.1076049804688,1.4021759468340895e-06
2900.362014770508,1.2462982446129656e-06
2985.0006103515625,1.3803707458715874e-06
3072.023391723633,1.9853164961083224e-06
3162.6224517822266,1.5752690987298986e-06
3254.413604736328,1.4102209247141563e-06
3349.781036376953,1.5634887496814072e-06
3447.5326538085938,1.298287774209911e-06
3547.66845703125,1.6466060681551758e-06
3651.3805389404297,1.8330277882120349e-06
3758.668899536133,1.512222947849234e-06
3868.3414459228516,1.9662349790750546e-06
3981.5902709960938,1.9675589893059485e-06
4097.223281860352,1.560770215300468e-06
4216.432571411133,1.4761076149405825e-06
4340.410232543945,1.7919566771680001e-06
4466.772079467773,1.7337548290452006e-06
4596.710205078125,1.5068847077276911e-06
4731.416702270508,1.4452635024187137e-06
4869.699478149414,1.7060754670328519e-06
5011.558532714844,1.3953590230040938e-06
5158.185958862305,1.125010056022121e-06
5308.389663696289,1.324260256230954e-06
5463.361740112305,1.6627267075277756e-06
5623.102188110352,2.1216586230827694e-06
5787.61100769043,1.6119236661110622e-06
5956.888198852539,1.6840539094002822e-06
6130.93376159668,1.5085542691926696e-06
6309.747695922852,1.4316002573173379e-06
6493.330001831055,1.7919642749913597e-06
6682.872772216797,1.2655321259054735e-06
6878.376007080078,1.6923347221269241e-06
7079.839706420898,1.8529199158571495e-06
7286.07177734375,1.649804609633626e-06
7499.456405639648,1.6594035590029816e-06
7717.609405517578,1.4943468601429925e-06
7942.914962768555,1.4771060838353966e-06
8175.373077392578,1.4049490630512714e-06
8413.79165649414,1.5794121566408341e-06
8659.36279296875,1.2017206312592544e-06
8912.086486816406,1.2379739931288704e-06
9173.154830932617,1.7379703849761833e-06
9440.183639526367,1.5178451004017429e-06
9716.74919128418,1.4494964051503581e-06
10000.467300415039,1.6849077760109826e-06
10292.530059814453,1.3343340245746854e-06
10592.937469482422,1.7230534398786688e-06
10901.689529418945,1.7169088484921398e-06
11219.978332519531,1.4999824354759041e-06
11547.80387878418,1.6410176658946058e-06
11885.16616821289,1.5588239033752108e-06
12232.065200805664,1.5246830905753188e-06
12589.693069458008,1.4592435406992415e-06
12956.857681274414,1.7190096955908994e-06
13334.75112915039,1.5714452808587932e-06
13724.565505981445,1.7148153344570147e-06
14125.10871887207,1.580181877621471e-06
14537.572860717773,1.7834933547261067e-06
14961.957931518555,1.4920522636484383e-06
15399.456024169922,1.3434328220668455e-06
15848.875045776367,2.0976939694540515e-06
16311.407089233398,1.6347891288670318e-06
16788.244247436523,1.5927931796094721e-06
17278.194427490234,1.396378791871995e-06
17782.44972229004,1.5835586927935837e-06
18302.202224731445,1.2856090373379158e-06
18836.259841918945,1.747830925794092e-06
19387.006759643555,1.8037572251794924e-06
19952.058792114258,1.5939779739686361e-06
20534.992218017578,1.637009678038366e-06
21134.614944458008,2.112347603084646e-06
21752.119064331055,1.5602867667895257e-06
22387.50457763672,1.643784880272585e-06
23040.771484375,1.564693524425239e-06
23714.303970336914,1.4203395020905304e-06
24405.717849731445,1.4657937124971044e-06
25118.589401245117,1.6393205511488686e-06
25852.91862487793,1.5054154094009775e-06
26607.513427734375,1.4340282161266962e-06
27384.75799560547,1.7087207635653442e-06
28183.460235595703,1.58078940346631e-06
29007.1964263916,1.7048054421798884e-06
29853.58238220215,1.6383347383782894e-06
30725.00228881836,1.5041566723738612e-06
31622.648239135742,1.6179137075298996e-06
32546.520233154297,1.978323927387047e-06
33496.61827087402,1.4938841822769216e-06
34474.13444519043,1.5019509712193859e-06
35481.45294189453,1.5398296856154017e-06
36517.38166809082,1.463932695480644e-06
37584.30480957031,1.1792567169374666e-06
38681.0302734375,1.3547549898070551e-06
39811.134338378906,1.4779319491426658e-06
40973.42491149902,1.5322244695742403e-06
42169.09408569336,1.4927144875166158e-06
43400.52604675293,1.804131167866616e-06
44668.91288757324,1.6738809665825532e-06
45973.06251525879,1.3206080543631149e-06
47315.359115600586,1.29313182670483e-06
48696.99478149414,1.6594234268669835e-06
50119.16160583496,1.5294232447594128e-06
51581.85958862305,1.338922468524712e-06
53088.66500854492,1.5127522717876455e-06
54638.38577270508,1.3759760880859543e-06
56234.59815979004,1.1952752082500277e-06
57876.1100769043,1.6793998745658882e-06
59566.497802734375,1.6689750324577852e-06
61305.76133728027,1.5116754372392284e-06
63096.28486633301,1.70369686053368e-06
64938.06838989258,1.5692986244642906e-06
66834.68818664551,1.6055317319755015e-06
68786.1442565918,1.6254375047126758e-06
70794.82078552246,1.540316673676496e-06
72861.90986633301,1.643611137796213e-06
74989.79568481445,1.469929710722805e-06
77179.6703338623,1.321329942854802e-06
79432.72590637207,1.7154846504686986e-06
81752.53868103027,1.5710948492140716e-06
84139.10865783691,1.7952510201730033e-06
86596.01211547852,1.695653167473567e-06
89125.6332397461,1.8815096329193942e-06
91727.97203063965,1.6093793329882052e-06
94406.6047668457,1.4880828263227822e-06
97162.72354125977,1.6798173100660265e-06
99999.90463256836,1.57348426112941e-06
102920.5322265625,1.6323850472947282e-06
105925.7984161377,1.9883427792282914e-06
109018.08738708496,1.4220885002995436e-06
112202.16751098633,1.3893902799996562e-06
115478.0387878418,1.822906618452525e-06
118850.4695892334,1.657071561673602e-06
122320.65200805664,1.7513054772657544e-06
125892.16232299805,1.518329212026853e-06
129568.57681274414,1.507321628660245e-06
133352.27966308594,2.0573310563535543e-06
137245.65505981445,1.9229007270097197e-06
141253.47137451172,1.4479523021956016e-06
145378.11279296875,1.5142178589665756e-06
149623.15559387207,1.6373396761705646e-06
153992.1760559082,1.808010559029923e-06
158488.75045776367,1.329695423360463e-06
163117.6471710205,1.5896990036589458e-06
167880.05828857422,1.1987975570783463e-06
172783.13636779785,1.6348453591140262e-06
177828.0735015869,1.5424077469506693e-06
183020.83015441895,1.2286438159704698e-06
188364.98260498047,1.711668648491777e-06
193865.29922485352,1.7329696323128045e-06
199526.54838562012,1.5897266259918696e-06
205352.3063659668,1.620361334561987e-06
211348.5336303711,1.5348268007835808e-06
217519.99855041504,2.051396807538935e-06
223872.66159057617,1.4824603555074361e-06
230408.9069366455,1.2591014644711375e-06
237137.0792388916,1.699269413899411e-06
244061.94686889648,1.687638350392248e-06
251188.2781982422,1.5831869697168815e-06
258523.22578430176,1.4117831413525617e-06
266072.75009155273,1.6804475203028431e-06
273841.61949157715,1.32275421456333e-06
281838.17863464355,1.468161648206852e-06
290068.3879852295,1.6324975607679125e-06
298538.2080078125,1.6756581117567296e-06
307255.98335266113,1.750914966382656e-06
316227.67448425293,1.4060223724335799e-06
325461.62605285645,1.3764397830593538e-06
334964.9906158447,1.5913029672274546e-06
344746.1128234863,1.70459252164872e-06
354813.3373260498,1.2488789373578631e-06
365173.8166809082,1.1984227265770002e-06
375837.0876312256,1.3253956924036987e-06
386811.4948272705,1.3997716275916542e-06
398106.57501220703,1.6769963438095176e-06
409731.8649291992,1.462963166249821e-06
421696.90132141113,1.702801489137614e-06
434010.0288391113,1.21946155278583e-06
446683.1684112549,1.289685308681129e-06
459727.04887390137,1.6100989782123964e-06
473151.20697021484,1.5973546131303655e-06
486967.5636291504,1.5030664132272965e-06
501186.8476867676,1.6439595147425402e-06
515822.172164917,1.5287984147509922e-06
530884.2658996582,1.4262690776407709e-06
546386.2419128418,1.4387780376437702e-06
562341.2132263184,1.39157308506577e-06
578762.2928619385,1.2964002788281875e-06
595662.5938415527,1.5150018196360095e-06
613055.2291870117,1.1091388299628484e-06
630956.8881988525,1.1996645012884975e-06
649381.8759918213,1.130698558186358e-06
668344.4976806641,1.1798719855064048e-06
687860.2504730225,1.3323153753469618e-06
707945.8236694336,1.4440012764350143e-06
728617.9065704346,1.4264470607204319e-06
749894.380569458,1.1373013429594555e-06
771791.934967041,1.1424498841261344e-06
794328.4511566162,1.0469979013503165e-06
817523.0026245117,1.2134787754083564e-06
841394.6628570557,9.932580282380695e-07
865964.8895263672,1.1656080719478172e-06
891250.3719329834,9.185970794483103e-07
917276.14402771,8.257558776348077e-07
944061.279296875,7.640638304740866e-07
971628.4275054932,7.778730364050902e-07
1000000.2384185791,6.875210411778072e-07
